"acfrequency";"r Z";"i Z"
3.63915e+09;0.606604;118.116
3.64754e+09;0.600715;118.429
3.65595e+09;0.5949;118.743
3.66438e+09;0.589159;119.058
3.67282e+09;0.583493;119.373
3.68129e+09;0.5779;119.689
3.68978e+09;0.572381;120.006
3.69828e+09;0.566937;120.323
3.70681e+09;0.561566;120.641
3.71535e+09;0.556269;120.96
3.72392e+09;0.551047;121.279
3.7325e+09;0.545897;121.599
3.74111e+09;0.540822;121.92
3.74973e+09;0.535821;122.241
3.75837e+09;0.530893;122.563
3.76704e+09;0.526039;122.885
3.77572e+09;0.521258;123.209
3.78443e+09;0.516551;123.533
3.79315e+09;0.511918;123.857
3.80189e+09;0.507358;124.183
3.81066e+09;0.502871;124.508
3.81944e+09;0.498458;124.835
3.82825e+09;0.494119;125.162
3.83707e+09;0.489853;125.49
3.84592e+09;0.48566;125.819
3.85478e+09;0.48154;126.148
3.86367e+09;0.477494;126.478
3.87258e+09;0.473521;126.809
3.8815e+09;0.469621;127.14
3.89045e+09;0.465794;127.472
3.89942e+09;0.462041;127.805
3.90841e+09;0.45836;128.139
3.91742e+09;0.454753;128.473
3.92645e+09;0.451219;128.808
3.9355e+09;0.447758;129.143
3.94457e+09;0.444369;129.479
3.95367e+09;0.441054;129.816
3.96278e+09;0.437812;130.154
3.97192e+09;0.434643;130.492
3.98107e+09;0.431546;130.831
3.99025e+09;0.428523;131.171
3.99945e+09;0.425572;131.511
4.00867e+09;0.422694;131.853
4.01791e+09;0.419889;132.194
4.02717e+09;0.417156;132.537
4.03645e+09;0.414497;132.88
4.04576e+09;0.41191;133.224
4.05509e+09;0.409396;133.569
4.06443e+09;0.406955;133.914
4.0738e+09;0.404586;134.26
4.08319e+09;0.40229;134.607
4.09261e+09;0.400066;134.955
4.10204e+09;0.397916;135.303
4.1115e+09;0.395837;135.652
4.12098e+09;0.393832;136.002
4.13048e+09;0.391899;136.352
4.14e+09;0.390038;136.703
4.14954e+09;0.38825;137.055
4.15911e+09;0.386535;137.408
4.16869e+09;0.384892;137.761
4.1783e+09;0.383321;138.115
4.18794e+09;0.381823;138.47
4.19759e+09;0.380398;138.826
4.20727e+09;0.379045;139.182
4.21697e+09;0.377764;139.539
