"acfrequency";"number";"r Zin";"i Zin"
1.58855e+09;10;0.3711;-18.937
1.59221e+09;10;0.3711;-18.8806
1.59588e+09;10;0.3711;-18.8243
1.59956e+09;10;0.3711;-18.7681
1.60325e+09;10;0.3711;-18.7119
1.60694e+09;10;0.3711;-18.6559
1.61065e+09;10;0.3711;-18.6
1.61436e+09;10;0.3711;-18.5442
1.61808e+09;10;0.3711;-18.4884
1.62181e+09;10;0.3711;-18.4328
1.62555e+09;10;0.3711;-18.3773
1.6293e+09;10;0.3711;-18.3218
1.63305e+09;10;0.3711;-18.2665
1.63682e+09;10;0.3711;-18.2112
1.64059e+09;10;0.3711;-18.1561
1.64437e+09;10;0.3711;-18.101
1.64816e+09;10;0.3711;-18.0461
1.65196e+09;10;0.3711;-17.9912
1.65577e+09;10;0.3711;-17.9365
1.65959e+09;10;0.3711;-17.8818
1.66341e+09;10;0.3711;-17.8272
1.66725e+09;10;0.3711;-17.7728
1.67109e+09;10;0.3711;-17.7184
1.67494e+09;10;0.3711;-17.6641
1.6788e+09;10;0.3711;-17.6099
1.68267e+09;10;0.3711;-17.5558
1.68655e+09;10;0.3711;-17.5018
1.69044e+09;10;0.3711;-17.4479
1.69434e+09;10;0.3711;-17.394
1.69824e+09;10;0.3711;-17.3403
1.70216e+09;10;0.3711;-17.2867
1.70608e+09;10;0.3711;-17.2331
1.71002e+09;10;0.3711;-17.1796
1.71396e+09;10;0.3711;-17.1263
1.71791e+09;10;0.3711;-17.073
1.72187e+09;10;0.3711;-17.0198
1.72584e+09;10;0.3711;-16.9667
1.72982e+09;10;0.3711;-16.9137
1.7338e+09;10;0.3711;-16.8608
1.7378e+09;10;0.3711;-16.808
1.74181e+09;10;0.3711;-16.7552
1.74582e+09;10;0.3711;-16.7026
1.74985e+09;10;0.3711;-16.65
1.75388e+09;10;0.3711;-16.5976
1.75792e+09;10;0.3711;-16.5452
1.76198e+09;10;0.3711;-16.4929
1.76604e+09;10;0.3711;-16.4407
1.77011e+09;10;0.3711;-16.3886
1.77419e+09;10;0.3711;-16.3365
1.77828e+09;10;0.3711;-16.2846
1.78238e+09;10;0.3711;-16.2327
1.78649e+09;10;0.3711;-16.1809
1.79061e+09;10;0.3711;-16.1293
1.79473e+09;10;0.3711;-16.0777
1.79887e+09;10;0.3711;-16.0261
1.80302e+09;10;0.3711;-15.9747
1.80717e+09;10;0.3711;-15.9234
1.81134e+09;10;0.3711;-15.8721
1.81552e+09;10;0.3711;-15.8209
1.8197e+09;10;0.3711;-15.7698
1.8239e+09;10;0.3711;-15.7188
1.8281e+09;10;0.3711;-15.6679
1.83231e+09;10;0.3711;-15.617
1.83654e+09;10;0.3711;-15.5663
1.84077e+09;10;0.3711;-15.5156
1.84502e+09;10;0.3711;-15.465
1.84927e+09;10;0.3711;-15.4145
1.85353e+09;10;0.3711;-15.364
1.8578e+09;10;0.3711;-15.3137
1.86209e+09;10;0.3711;-15.2634
1.86638e+09;10;0.3711;-15.2132
1.87068e+09;10;0.3711;-15.1631
1.87499e+09;10;0.3711;-15.1131
1.87932e+09;10;0.3711;-15.0631
1.88365e+09;10;0.3711;-15.0133
1.88799e+09;10;0.3711;-14.9635
1.89234e+09;10;0.3711;-14.9137
1.89671e+09;10;0.3711;-14.8641
1.90108e+09;10;0.3711;-14.8146
1.90546e+09;10;0.3711;-14.7651
1.90985e+09;10;0.3711;-14.7157
1.91426e+09;10;0.3711;-14.6664
1.91867e+09;10;0.3711;-14.6171
1.92309e+09;10;0.3711;-14.568
1.92752e+09;10;0.3711;-14.5189
1.93197e+09;10;0.3711;-14.4699
1.93642e+09;10;0.3711;-14.4209
1.94089e+09;10;0.3711;-14.3721
1.94536e+09;10;0.3711;-14.3233
1.94984e+09;10;0.3711;-14.2746
1.95434e+09;10;0.3711;-14.226
1.95884e+09;10;0.3711;-14.1774
1.96336e+09;10;0.3711;-14.1289
1.96789e+09;10;0.3711;-14.0805
1.97242e+09;10;0.3711;-14.0322
1.97697e+09;10;0.3711;-13.984
1.98153e+09;10;0.3711;-13.9358
1.98609e+09;10;0.3711;-13.8877
1.99067e+09;10;0.3711;-13.8396
1.99526e+09;10;0.3711;-13.7917
1.99986e+09;10;0.3711;-13.7438
2.00447e+09;10;0.3711;-13.696
2.00909e+09;10;0.3711;-13.6482
2.01372e+09;10;0.3711;-13.6006
2.01837e+09;10;0.3711;-13.553
2.02302e+09;10;0.3711;-13.5055
2.02768e+09;10;0.3711;-13.458
2.03236e+09;10;0.3711;-13.4106
2.03704e+09;10;0.3711;-13.3633
2.04174e+09;10;0.3711;-13.3161
2.04644e+09;10;0.3711;-13.2689
2.05116e+09;10;0.3711;-13.2218
2.05589e+09;10;0.3711;-13.1748
2.06063e+09;10;0.3711;-13.1278
2.06538e+09;10;0.3711;-13.0809
2.07014e+09;10;0.3711;-13.0341
2.07491e+09;10;0.3711;-12.9874
2.0797e+09;10;0.3711;-12.9407
2.08449e+09;10;0.3711;-12.8941
2.0893e+09;10;0.3711;-12.8475
2.09411e+09;10;0.3711;-12.8011
2.09894e+09;10;0.3711;-12.7547
2.10378e+09;10;0.3711;-12.7083
2.10863e+09;10;0.3711;-12.662
2.11349e+09;10;0.3711;-12.6158
2.11836e+09;10;0.3711;-12.5697
2.12324e+09;10;0.3711;-12.5236
2.12814e+09;10;0.3711;-12.4776
2.13304e+09;10;0.3711;-12.4317
2.13796e+09;10;0.3711;-12.3858
2.14289e+09;10;0.3711;-12.34
2.14783e+09;10;0.3711;-12.2943
2.15278e+09;10;0.3711;-12.2486
2.15774e+09;10;0.3711;-12.203
2.16272e+09;10;0.3711;-12.1574
2.1677e+09;10;0.3711;-12.1119
2.1727e+09;10;0.3711;-12.0665
2.17771e+09;10;0.3711;-12.0212
2.18273e+09;10;0.3711;-11.9759
2.18776e+09;10;0.3711;-11.9306
2.1928e+09;10;0.3711;-11.8855
2.19786e+09;10;0.3711;-11.8404
2.20293e+09;10;0.3711;-11.7953
2.208e+09;10;0.3711;-11.7504
2.21309e+09;10;0.3711;-11.7054
2.2182e+09;10;0.3711;-11.6606
2.22331e+09;10;0.3711;-11.6158
2.22844e+09;10;0.3711;-11.5711
2.23357e+09;10;0.3711;-11.5264
2.23872e+09;10;0.3711;-11.4818
2.24388e+09;10;0.3711;-11.4373
2.24905e+09;10;0.3711;-11.3928
2.25424e+09;10;0.3711;-11.3483
2.25944e+09;10;0.3711;-11.304
2.26464e+09;10;0.3711;-11.2597
2.26986e+09;10;0.3711;-11.2154
2.2751e+09;10;0.3711;-11.1713
2.28034e+09;10;0.3711;-11.1271
2.2856e+09;10;0.3711;-11.0831
2.29087e+09;10;0.3711;-11.0391
2.29615e+09;10;0.3711;-10.9951
2.30144e+09;10;0.3711;-10.9512
2.30675e+09;10;0.3711;-10.9074
2.31206e+09;10;0.3711;-10.8636
2.31739e+09;10;0.3711;-10.8199
2.32274e+09;10;0.3711;-10.7762
2.32809e+09;10;0.3711;-10.7326
2.33346e+09;10;0.3711;-10.6891
2.33884e+09;10;0.3711;-10.6456
2.34423e+09;10;0.3711;-10.6022
2.34963e+09;10;0.3711;-10.5588
2.35505e+09;10;0.3711;-10.5155
2.36048e+09;10;0.3711;-10.4722
2.36592e+09;10;0.3711;-10.429
2.37137e+09;10;0.3711;-10.3858
2.37684e+09;10;0.3711;-10.3427
2.38232e+09;10;0.3711;-10.2997
2.38781e+09;10;0.3711;-10.2567
2.39332e+09;10;0.3711;-10.2138
2.39883e+09;10;0.3711;-10.1709
2.40436e+09;10;0.3711;-10.128
2.40991e+09;10;0.3711;-10.0853
2.41546e+09;10;0.3711;-10.0426
2.42103e+09;10;0.3711;-9.99989
2.42661e+09;10;0.3711;-9.95727
2.4322e+09;10;0.3711;-9.91471
2.43781e+09;10;0.3711;-9.8722
2.44343e+09;10;0.3711;-9.82975
2.44906e+09;10;0.3711;-9.78734
2.45471e+09;10;0.3711;-9.74499
2.46037e+09;10;0.3711;-9.70269
2.46604e+09;10;0.3711;-9.66044
2.47172e+09;10;0.3711;-9.61824
2.47742e+09;10;0.3711;-9.5761
2.48313e+09;10;0.3711;-9.534
2.48886e+09;10;0.3711;-9.49196
2.49459e+09;10;0.3711;-9.44996
2.50035e+09;10;0.3711;-9.40802
2.50611e+09;10;0.3711;-9.36612
2.51189e+09;10;0.3711;-9.32427
2.51768e+09;10;0.3711;-9.28248
2.52348e+09;10;0.3711;-9.24073
2.5293e+09;10;0.3711;-9.19903
2.53513e+09;10;0.3711;-9.15738
2.54097e+09;10;0.3711;-9.11578
2.54683e+09;10;0.3711;-9.07423
2.5527e+09;10;0.3711;-9.03273
2.55859e+09;10;0.3711;-8.99127
2.56448e+09;10;0.3711;-8.94986
2.5704e+09;10;0.3711;-8.9085
2.57632e+09;10;0.3711;-8.86719
2.58226e+09;10;0.3711;-8.82592
2.58821e+09;10;0.3711;-8.7847
2.59418e+09;10;0.3711;-8.74353
2.60016e+09;10;0.3711;-8.7024
2.60615e+09;10;0.3711;-8.66132
2.61216e+09;10;0.3711;-8.62028
2.61818e+09;10;0.3711;-8.57929
2.62422e+09;10;0.3711;-8.53835
2.63027e+09;10;0.3711;-8.49745
2.63633e+09;10;0.3711;-8.4566
2.64241e+09;10;0.3711;-8.41579
2.6485e+09;10;0.3711;-8.37502
2.65461e+09;10;0.3711;-8.3343
2.66073e+09;10;0.3711;-8.29363
2.66686e+09;10;0.3711;-8.253
2.67301e+09;10;0.3711;-8.21241
2.67917e+09;10;0.3711;-8.17187
2.68534e+09;10;0.3711;-8.13136
2.69153e+09;10;0.3711;-8.09091
2.69774e+09;10;0.3711;-8.05049
2.70396e+09;10;0.3711;-8.01012
2.71019e+09;10;0.3711;-7.96979
2.71644e+09;10;0.3711;-7.9295
2.7227e+09;10;0.3711;-7.88926
2.72898e+09;10;0.3711;-7.84905
2.73527e+09;10;0.3711;-7.80889
2.74157e+09;10;0.3711;-7.76877
2.74789e+09;10;0.3711;-7.72869
2.75423e+09;10;0.3711;-7.68865
2.76058e+09;10;0.3711;-7.64865
2.76694e+09;10;0.3711;-7.6087
2.77332e+09;10;0.3711;-7.56878
2.77971e+09;10;0.3711;-7.5289
2.78612e+09;10;0.3711;-7.48907
2.79254e+09;10;0.3711;-7.44927
2.79898e+09;10;0.3711;-7.40951
2.80543e+09;10;0.3711;-7.36979
2.8119e+09;10;0.3711;-7.33011
2.81838e+09;10;0.3711;-7.29047
2.82488e+09;10;0.3711;-7.25087
2.83139e+09;10;0.3711;-7.21131
2.83792e+09;10;0.3711;-7.17178
2.84446e+09;10;0.3711;-7.1323
2.85102e+09;10;0.3711;-7.09285
2.85759e+09;10;0.3711;-7.05344
2.86418e+09;10;0.3711;-7.01406
2.87078e+09;10;0.3711;-6.97473
2.8774e+09;10;0.3711;-6.93543
2.88403e+09;10;0.3711;-6.89616
2.89068e+09;10;0.3711;-6.85694
2.89734e+09;10;0.3711;-6.81774
2.90402e+09;10;0.3711;-6.77859
2.91072e+09;10;0.3711;-6.73947
2.91743e+09;10;0.3711;-6.70039
2.92415e+09;10;0.3711;-6.66134
2.93089e+09;10;0.3711;-6.62233
2.93765e+09;10;0.3711;-6.58335
2.94442e+09;10;0.3711;-6.54441
2.95121e+09;10;0.3711;-6.50551
2.95801e+09;10;0.3711;-6.46663
2.96483e+09;10;0.3711;-6.4278
2.97167e+09;10;0.3711;-6.38899
2.97852e+09;10;0.3711;-6.35022
2.98538e+09;10;0.3711;-6.31148
2.99226e+09;10;0.3711;-6.27278
2.99916e+09;10;0.3711;-6.23411
3.00608e+09;10;0.3711;-6.19547
3.01301e+09;10;0.3711;-6.15687
3.01995e+09;10;0.3711;-6.1183
3.02691e+09;10;0.3711;-6.07976
3.03389e+09;10;0.3711;-6.04125
3.04089e+09;10;0.3711;-6.00278
3.04789e+09;10;0.3711;-5.96434
3.05492e+09;10;0.3711;-5.92592
3.06196e+09;10;0.3711;-5.88755
3.06902e+09;10;0.3711;-5.8492
3.0761e+09;10;0.3711;-5.81088
3.08319e+09;10;0.3711;-5.77259
3.0903e+09;10;0.3711;-5.73434
3.09742e+09;10;0.3711;-5.69611
3.10456e+09;10;0.3711;-5.65792
3.11172e+09;10;0.3711;-5.61975
3.11889e+09;10;0.3711;-5.58161
3.12608e+09;10;0.3711;-5.54351
3.13329e+09;10;0.3711;-5.50543
3.14051e+09;10;0.3711;-5.46738
3.14775e+09;10;0.3711;-5.42936
3.155e+09;10;0.3711;-5.39138
3.16228e+09;10;0.3711;-5.35341
3.16957e+09;10;0.3711;-5.31548
3.17687e+09;10;0.3711;-5.27758
3.1842e+09;10;0.3711;-5.2397
3.19154e+09;10;0.3711;-5.20185
3.1989e+09;10;0.3711;-5.16403
3.20627e+09;10;0.3711;-5.12624
3.21366e+09;10;0.3711;-5.08847
3.22107e+09;10;0.3711;-5.05073
3.22849e+09;10;0.3711;-5.01302
3.23594e+09;10;0.3711;-4.97533
3.2434e+09;10;0.3711;-4.93767
3.25087e+09;10;0.3711;-4.90004
3.25837e+09;10;0.3711;-4.86243
3.26588e+09;10;0.3711;-4.82485
3.27341e+09;10;0.3711;-4.78729
3.28095e+09;10;0.3711;-4.74976
3.28852e+09;10;0.3711;-4.71225
3.2961e+09;10;0.3711;-4.67477
3.3037e+09;10;0.3711;-4.63732
3.31131e+09;10;0.3711;-4.59988
3.31894e+09;10;0.3711;-4.56248
3.3266e+09;10;0.3711;-4.52509
3.33426e+09;10;0.3711;-4.48774
3.34195e+09;10;0.3711;-4.4504
3.34965e+09;10;0.3711;-4.41309
3.35738e+09;10;0.3711;-4.3758
3.36512e+09;10;0.3711;-4.33854
3.37287e+09;10;0.3711;-4.30129
3.38065e+09;10;0.3711;-4.26407
3.38844e+09;10;0.3711;-4.22688
3.39625e+09;10;0.3711;-4.1897
3.40408e+09;10;0.3711;-4.15255
3.41193e+09;10;0.3711;-4.11542
3.41979e+09;10;0.3711;-4.07831
3.42768e+09;10;0.3711;-4.04123
3.43558e+09;10;0.3711;-4.00416
3.4435e+09;10;0.3711;-3.96712
3.45144e+09;10;0.3711;-3.93009
3.45939e+09;10;0.3711;-3.89309
3.46737e+09;10;0.3711;-3.85611
3.47536e+09;10;0.3711;-3.81915
3.48337e+09;10;0.3711;-3.78221
3.4914e+09;10;0.3711;-3.74529
3.49945e+09;10;0.3711;-3.70839
3.50752e+09;10;0.3711;-3.67151
3.5156e+09;10;0.3711;-3.63465
3.52371e+09;10;0.3711;-3.5978
3.53183e+09;10;0.3711;-3.56098
3.53997e+09;10;0.3711;-3.52418
3.54813e+09;10;0.3711;-3.48739
3.55631e+09;10;0.3711;-3.45062
3.56451e+09;10;0.3711;-3.41387
3.57273e+09;10;0.3711;-3.37714
3.58096e+09;10;0.3711;-3.34043
3.58922e+09;10;0.3711;-3.30374
3.59749e+09;10;0.3711;-3.26706
3.60579e+09;10;0.3711;-3.2304
3.6141e+09;10;0.3711;-3.19375
3.62243e+09;10;0.3711;-3.15713
3.63078e+09;10;0.3711;-3.12052
3.63915e+09;10;0.3711;-3.08393
3.64754e+09;10;0.3711;-3.04735
3.65595e+09;10;0.3711;-3.01079
3.66438e+09;10;0.3711;-2.97424
3.67282e+09;10;0.3711;-2.93771
3.68129e+09;10;0.3711;-2.9012
3.68978e+09;10;0.3711;-2.8647
3.69828e+09;10;0.3711;-2.82822
3.70681e+09;10;0.3711;-2.79175
3.71535e+09;10;0.3711;-2.7553
3.72392e+09;10;0.3711;-2.71886
3.7325e+09;10;0.3711;-2.68244
3.74111e+09;10;0.3711;-2.64603
3.74973e+09;10;0.3711;-2.60963
3.75837e+09;10;0.3711;-2.57325
3.76704e+09;10;0.3711;-2.53688
3.77572e+09;10;0.3711;-2.50053
3.78443e+09;10;0.3711;-2.46419
3.79315e+09;10;0.3711;-2.42786
3.80189e+09;10;0.3711;-2.39154
3.81066e+09;10;0.3711;-2.35524
3.81944e+09;10;0.3711;-2.31895
3.82825e+09;10;0.3711;-2.28267
3.83707e+09;10;0.3711;-2.24641
3.84592e+09;10;0.3711;-2.21015
3.85478e+09;10;0.3711;-2.17391
3.86367e+09;10;0.3711;-2.13768
3.87258e+09;10;0.3711;-2.10146
3.8815e+09;10;0.3711;-2.06525
3.89045e+09;10;0.3711;-2.02906
3.89942e+09;10;0.3711;-1.99287
3.90841e+09;10;0.3711;-1.95669
3.91742e+09;10;0.3711;-1.92053
3.92645e+09;10;0.3711;-1.88437
3.9355e+09;10;0.3711;-1.84823
3.94457e+09;10;0.3711;-1.81209
3.95367e+09;10;0.3711;-1.77596
3.96278e+09;10;0.3711;-1.73985
3.97192e+09;10;0.3711;-1.70374
3.98107e+09;10;0.3711;-1.66764
3.99025e+09;10;0.3711;-1.63155
3.99945e+09;10;0.3711;-1.59547
4.00867e+09;10;0.3711;-1.5594
4.01791e+09;10;0.3711;-1.52334
4.02717e+09;10;0.3711;-1.48728
4.03645e+09;10;0.3711;-1.45123
4.04576e+09;10;0.3711;-1.41519
4.05509e+09;10;0.3711;-1.37916
4.06443e+09;10;0.3711;-1.34313
4.0738e+09;10;0.3711;-1.30711
4.08319e+09;10;0.3711;-1.2711
4.09261e+09;10;0.3711;-1.2351
4.10204e+09;10;0.3711;-1.1991
4.1115e+09;10;0.3711;-1.16311
4.12098e+09;10;0.3711;-1.12712
4.13048e+09;10;0.3711;-1.09114
4.14e+09;10;0.3711;-1.05517
4.14954e+09;10;0.3711;-1.0192
4.15911e+09;10;0.3711;-0.983236
4.16869e+09;10;0.3711;-0.947278
4.1783e+09;10;0.3711;-0.911325
4.18794e+09;10;0.3711;-0.875377
4.19759e+09;10;0.3711;-0.839434
4.20727e+09;10;0.3711;-0.803495
4.21697e+09;10;0.3711;-0.76756
4.22669e+09;10;0.3711;-0.73163
4.23643e+09;10;0.3711;-0.695703
4.2462e+09;10;0.3711;-0.65978
4.25598e+09;10;0.3711;-0.623861
4.2658e+09;10;0.3711;-0.587944
4.27563e+09;10;0.3711;-0.552031
4.28549e+09;10;0.3711;-0.516121
4.29536e+09;10;0.3711;-0.480214
4.30527e+09;10;0.3711;-0.444309
4.31519e+09;10;0.3711;-0.408407
4.32514e+09;10;0.3711;-0.372506
4.33511e+09;10;0.3711;-0.336608
4.3451e+09;10;0.3711;-0.300711
4.35512e+09;10;0.3711;-0.264816
4.36516e+09;10;0.3711;-0.228923
4.37522e+09;10;0.3711;-0.193031
4.38531e+09;10;0.3711;-0.157139
4.39542e+09;10;0.3711;-0.121249
4.40555e+09;10;0.3711;-0.0853588
4.4157e+09;10;0.3711;-0.0494695
4.42588e+09;10;0.3711;-0.0135803
4.43609e+09;10;0.3711;0.0223087
4.44631e+09;10;0.3711;0.0581979
4.45656e+09;10;0.3711;0.0940874
4.46684e+09;10;0.3711;0.129977
4.47713e+09;10;0.3711;0.165868
4.48745e+09;10;0.3711;0.20176
4.4978e+09;10;0.3711;0.237652
4.50817e+09;10;0.3711;0.273546
4.51856e+09;10;0.3711;0.309441
4.52898e+09;10;0.3711;0.345338
4.53942e+09;10;0.3711;0.381237
4.54988e+09;10;0.3711;0.417138
4.56037e+09;10;0.3711;0.453041
4.57088e+09;10;0.3711;0.488947
4.58142e+09;10;0.3711;0.524855
4.59198e+09;10;0.3711;0.560765
4.60257e+09;10;0.3711;0.596679
4.61318e+09;10;0.3711;0.632596
4.62381e+09;10;0.3711;0.668516
4.63447e+09;10;0.3711;0.70444
4.64515e+09;10;0.3711;0.740368
4.65586e+09;10;0.3711;0.776299
4.66659e+09;10;0.3711;0.812235
4.67735e+09;10;0.3711;0.848175
4.68813e+09;10;0.3711;0.884119
4.69894e+09;10;0.3711;0.920069
4.70977e+09;10;0.3711;0.956023
4.72063e+09;10;0.3711;0.991982
4.73151e+09;10;0.3711;1.02795
4.74242e+09;10;0.3711;1.06392
4.75335e+09;10;0.3711;1.09989
4.76431e+09;10;0.3711;1.13587
4.77529e+09;10;0.3711;1.17186
4.7863e+09;10;0.3711;1.20785
4.79733e+09;10;0.3711;1.24385
4.80839e+09;10;0.3711;1.27986
4.81948e+09;10;0.3711;1.31587
4.83059e+09;10;0.3711;1.35189
4.84172e+09;10;0.3711;1.38792
4.85289e+09;10;0.3711;1.42396
4.86407e+09;10;0.3711;1.46
4.87528e+09;10;0.3711;1.49605
4.88652e+09;10;0.3711;1.53211
4.89779e+09;10;0.3711;1.56817
4.90908e+09;10;0.3711;1.60425
4.9204e+09;10;0.3711;1.64033
4.93174e+09;10;0.3711;1.67642
4.94311e+09;10;0.3711;1.71252
4.9545e+09;10;0.3711;1.74863
4.96592e+09;10;0.3711;1.78475
4.97737e+09;10;0.3711;1.82088
4.98884e+09;10;0.3711;1.85702
5.00035e+09;10;0.3711;1.89316
5.01187e+09;10;0.3711;1.92932
5.02343e+09;10;0.3711;1.96549
5.03501e+09;10;0.3711;2.00167
5.04661e+09;10;0.3711;2.03786
5.05825e+09;10;0.3711;2.07406
5.06991e+09;10;0.3711;2.11027
5.08159e+09;10;0.3711;2.14649
5.09331e+09;10;0.3711;2.18272
5.10505e+09;10;0.3711;2.21897
5.11682e+09;10;0.3711;2.25523
5.12861e+09;10;0.3711;2.29149
5.14044e+09;10;0.3711;2.32778
5.15229e+09;10;0.3711;2.36407
5.16416e+09;10;0.3711;2.40037
5.17607e+09;10;0.3711;2.43669
5.188e+09;10;0.3711;2.47302
5.19996e+09;10;0.3711;2.50937
5.21195e+09;10;0.3711;2.54573
5.22396e+09;10;0.3711;2.5821
5.236e+09;10;0.3711;2.61848
5.24807e+09;10;0.3711;2.65488
5.26017e+09;10;0.3711;2.6913
5.2723e+09;10;0.3711;2.72772
5.28445e+09;10;0.3711;2.76416
5.29663e+09;10;0.3711;2.80062
5.30884e+09;10;0.3711;2.83709
5.32108e+09;10;0.3711;2.87358
5.33335e+09;10;0.3711;2.91008
5.34564e+09;10;0.3711;2.9466
5.35797e+09;10;0.3711;2.98313
5.37032e+09;10;0.3711;3.01968
5.3827e+09;10;0.3711;3.05624
5.39511e+09;10;0.3711;3.09282
5.40754e+09;10;0.3711;3.12942
5.42001e+09;10;0.3711;3.16603
5.4325e+09;10;0.3711;3.20266
5.44503e+09;10;0.3711;3.23931
5.45758e+09;10;0.3711;3.27598
5.47016e+09;10;0.3711;3.31266
5.48277e+09;10;0.3711;3.34936
5.49541e+09;10;0.3711;3.38607
5.50808e+09;10;0.3711;3.42281
5.52077e+09;10;0.3711;3.45956
5.5335e+09;10;0.3711;3.49634
5.54626e+09;10;0.3711;3.53313
5.55904e+09;10;0.3711;3.56993
5.57186e+09;10;0.3711;3.60676
5.5847e+09;10;0.3711;3.64361
5.59758e+09;10;0.3711;3.68048
5.61048e+09;10;0.3711;3.71736
5.62341e+09;10;0.3711;3.75427
5.63638e+09;10;0.3711;3.79119
5.64937e+09;10;0.3711;3.82814
5.66239e+09;10;0.3711;3.8651
5.67545e+09;10;0.3711;3.90209
5.68853e+09;10;0.3711;3.9391
5.70164e+09;10;0.3711;3.97612
5.71479e+09;10;0.3711;4.01317
5.72796e+09;10;0.3711;4.05024
5.74116e+09;10;0.3711;4.08734
5.7544e+09;10;0.3711;4.12445
5.76766e+09;10;0.3711;4.16158
5.78096e+09;10;0.3711;4.19874
5.79429e+09;10;0.3711;4.23592
5.80764e+09;10;0.3711;4.27312
5.82103e+09;10;0.3711;4.31035
5.83445e+09;10;0.3711;4.3476
5.8479e+09;10;0.3711;4.38487
5.86138e+09;10;0.3711;4.42216
5.87489e+09;10;0.3711;4.45948
5.88844e+09;10;0.3711;4.49682
5.90201e+09;10;0.3711;4.53418
5.91562e+09;10;0.3711;4.57157
5.92925e+09;10;0.3711;4.60899
5.94292e+09;10;0.3711;4.64642
5.95662e+09;10;0.3711;4.68389
5.97035e+09;10;0.3711;4.72137
5.98412e+09;10;0.3711;4.75888
5.99791e+09;10;0.3711;4.79642
6.01174e+09;10;0.3711;4.83398
6.0256e+09;10;0.3711;4.87157
6.03949e+09;10;0.3711;4.90919
6.05341e+09;10;0.3711;4.94683
6.06736e+09;10;0.3711;4.98449
6.08135e+09;10;0.3711;5.02219
6.09537e+09;10;0.3711;5.05991
6.10942e+09;10;0.3711;5.09765
6.1235e+09;10;0.3711;5.13543
6.13762e+09;10;0.3711;5.17323
6.15177e+09;10;0.3711;5.21105
6.16595e+09;10;0.3711;5.24891
6.18016e+09;10;0.3711;5.28679
6.19441e+09;10;0.3711;5.3247
6.20869e+09;10;0.3711;5.36264
6.223e+09;10;0.3711;5.40061
6.23735e+09;10;0.3711;5.43861
6.25173e+09;10;0.3711;5.47663
6.26614e+09;10;0.3711;5.51469
6.28058e+09;10;0.3711;5.55277
6.29506e+09;10;0.3711;5.59089
6.30957e+09;10;0.3711;5.62903
6.32412e+09;10;0.3711;5.6672
6.3387e+09;10;0.3711;5.7054
6.35331e+09;10;0.3711;5.74364
6.36796e+09;10;0.3711;5.7819
6.38263e+09;10;0.3711;5.8202
6.39735e+09;10;0.3711;5.85852
6.4121e+09;10;0.3711;5.89688
6.42688e+09;10;0.3711;5.93526
6.44169e+09;10;0.3711;5.97368
6.45654e+09;10;0.3711;6.01213
6.47143e+09;10;0.3711;6.05062
6.48634e+09;10;0.3711;6.08913
6.5013e+09;10;0.3711;6.12768
6.51628e+09;10;0.3711;6.16626
6.53131e+09;10;0.3711;6.20487
6.54636e+09;10;0.3711;6.24351
6.56145e+09;10;0.3711;6.28219
6.57658e+09;10;0.3711;6.3209
6.59174e+09;10;0.3711;6.35965
6.60693e+09;10;0.3711;6.39843
6.62217e+09;10;0.3711;6.43724
6.63743e+09;10;0.3711;6.47608
6.65273e+09;10;0.3711;6.51496
6.66807e+09;10;0.3711;6.55388
6.68344e+09;10;0.3711;6.59283
6.69885e+09;10;0.3711;6.63182
6.71429e+09;10;0.3711;6.67084
6.72977e+09;10;0.3711;6.70989
6.74528e+09;10;0.3711;6.74898
6.76083e+09;10;0.3711;6.78811
6.77642e+09;10;0.3711;6.82727
6.79204e+09;10;0.3711;6.86647
6.80769e+09;10;0.3711;6.90571
6.82339e+09;10;0.3711;6.94498
6.83912e+09;10;0.3711;6.98429
6.85488e+09;10;0.3711;7.02363
6.87068e+09;10;0.3711;7.06302
6.88652e+09;10;0.3711;7.10244
6.9024e+09;10;0.3711;7.1419
6.91831e+09;10;0.3711;7.18139
6.93426e+09;10;0.3711;7.22093
6.95024e+09;10;0.3711;7.2605
6.96627e+09;10;0.3711;7.30011
6.98232e+09;10;0.3711;7.33976
6.99842e+09;10;0.3711;7.37945
7.01455e+09;10;0.3711;7.41918
7.03072e+09;10;0.3711;7.45895
7.04693e+09;10;0.3711;7.49875
7.06318e+09;10;0.3711;7.5386
7.07946e+09;10;0.3711;7.57848
7.09578e+09;10;0.3711;7.61841
7.11214e+09;10;0.3711;7.65838
7.12853e+09;10;0.3711;7.69839
7.14496e+09;10;0.3711;7.73843
7.16143e+09;10;0.3711;7.77852
7.17794e+09;10;0.3711;7.81865
7.19449e+09;10;0.3711;7.85883
7.21107e+09;10;0.3711;7.89904
7.2277e+09;10;0.3711;7.9393
7.24436e+09;10;0.3711;7.97959
7.26106e+09;10;0.3711;8.01993
7.2778e+09;10;0.3711;8.06032
7.29458e+09;10;0.3711;8.10074
7.31139e+09;10;0.3711;8.14121
7.32825e+09;10;0.3711;8.18172
7.34514e+09;10;0.3711;8.22228
7.36207e+09;10;0.3711;8.26288
7.37904e+09;10;0.3711;8.30352
7.39605e+09;10;0.3711;8.3442
7.4131e+09;10;0.3711;8.38493
7.43019e+09;10;0.3711;8.42571
7.44732e+09;10;0.3711;8.46653
7.46449e+09;10;0.3711;8.50739
7.4817e+09;10;0.3711;8.5483
7.49894e+09;10;0.3711;8.58926
7.51623e+09;10;0.3711;8.63026
7.53356e+09;10;0.3711;8.67131
