"acfrequency";"number";"r Z";"i Z"
5.12861e+09;4;0.561915;172.978
5.14044e+09;4;0.567212;173.405
5.15229e+09;4;0.572581;173.833
5.16416e+09;4;0.578021;174.262
5.17607e+09;4;0.583534;174.691
5.188e+09;4;0.589118;175.122
5.19996e+09;4;0.594775;175.554
5.21195e+09;4;0.600503;175.986
5.22396e+09;4;0.606304;176.419
5.236e+09;4;0.612177;176.854
5.24807e+09;4;0.618122;177.289
5.26017e+09;4;0.62414;177.725
5.2723e+09;4;0.630229;178.162
5.28445e+09;4;0.636392;178.6
5.29663e+09;4;0.642626;179.039
5.30884e+09;4;0.648933;179.479
5.32108e+09;4;0.655313;179.92
5.33335e+09;4;0.661765;180.362
5.34564e+09;4;0.66829;180.804
5.35797e+09;4;0.674887;181.248
5.37032e+09;4;0.681557;181.692
5.3827e+09;4;0.6883;182.138
5.39511e+09;4;0.695116;182.584
5.40754e+09;4;0.702004;183.032
5.42001e+09;4;0.708966;183.48
5.4325e+09;4;0.716001;183.929
5.44503e+09;4;0.723108;184.38
5.45758e+09;4;0.730289;184.831
5.47016e+09;4;0.737543;185.283
5.48277e+09;4;0.74487;185.736
5.49541e+09;4;0.75227;186.19
5.50808e+09;4;0.759744;186.645
5.52077e+09;4;0.767291;187.101
5.5335e+09;4;0.774911;187.558
5.54626e+09;4;0.782605;188.016
5.55904e+09;4;0.790372;188.475
5.57186e+09;4;0.798214;188.935
5.5847e+09;4;0.806128;189.396
5.59758e+09;4;0.814117;189.857
5.61048e+09;4;0.822179;190.32
5.62341e+09;4;0.830315;190.784
5.63638e+09;4;0.838525;191.249
5.64937e+09;4;0.846809;191.715
5.66239e+09;4;0.855167;192.181
5.67545e+09;4;0.863599;192.649
5.68853e+09;4;0.872105;193.118
5.70164e+09;4;0.880686;193.588
5.71479e+09;4;0.889341;194.058
5.72796e+09;4;0.89807;194.53
5.74116e+09;4;0.906873;195.003
5.7544e+09;4;0.915751;195.477
5.76766e+09;4;0.924703;195.951
5.78096e+09;4;0.93373;196.427
5.79429e+09;4;0.942832;196.904
5.80764e+09;4;0.952008;197.382
5.82103e+09;4;0.96126;197.86
5.83445e+09;4;0.970586;198.34
5.8479e+09;4;0.979986;198.821
5.86138e+09;4;0.989462;199.303
5.87489e+09;4;0.999013;199.786
5.88844e+09;4;1.00864;200.27
5.90201e+09;4;1.01834;200.755
5.91562e+09;4;1.02812;201.241
5.92925e+09;4;1.03797;201.728
5.94292e+09;4;1.0479;202.216
5.95662e+09;4;1.0579;202.705
5.97035e+09;4;1.06798;203.195
5.98412e+09;4;1.07813;203.686
5.99791e+09;4;1.08836;204.179
6.01174e+09;4;1.09867;204.672
6.0256e+09;4;1.10905;205.166
6.03949e+09;4;1.1195;205.662
6.05341e+09;4;1.13004;206.158
6.06736e+09;4;1.14064;206.656
6.08135e+09;4;1.15133;207.154
6.09537e+09;4;1.16209;207.654
6.10942e+09;4;1.17293;208.154
6.1235e+09;4;1.18384;208.656
6.13762e+09;4;1.19483;209.159
6.15177e+09;4;1.2059;209.663
6.16595e+09;4;1.21704;210.168
6.18016e+09;4;1.22826;210.674
6.19441e+09;4;1.23955;211.181
6.20869e+09;4;1.25093;211.689
6.223e+09;4;1.26238;212.199
6.23735e+09;4;1.2739;212.709
6.25173e+09;4;1.28551;213.221
6.26614e+09;4;1.29719;213.733
6.28058e+09;4;1.30894;214.247
6.29506e+09;4;1.32078;214.762
6.30957e+09;4;1.33269;215.277
6.32412e+09;4;1.34468;215.794
6.3387e+09;4;1.35675;216.313
6.35331e+09;4;1.36889;216.832
6.36796e+09;4;1.38111;217.352
6.38263e+09;4;1.39341;217.873
6.39735e+09;4;1.40579;218.396
6.4121e+09;4;1.41824;218.92
6.42688e+09;4;1.43077;219.444
6.44169e+09;4;1.44338;219.97
6.45654e+09;4;1.45607;220.497
6.47143e+09;4;1.46884;221.025
6.48634e+09;4;1.48168;221.555
6.5013e+09;4;1.4946;222.085
6.51628e+09;4;1.5076;222.616
6.53131e+09;4;1.52068;223.149
6.54636e+09;4;1.53384;223.683
6.56145e+09;4;1.54707;224.218
6.57658e+09;4;1.56039;224.754
6.59174e+09;4;1.57378;225.291
6.60693e+09;4;1.58725;225.83
6.62217e+09;4;1.6008;226.369
6.63743e+09;4;1.61443;226.91
6.65273e+09;4;1.62814;227.452
6.66807e+09;4;1.64193;227.995
6.68344e+09;4;1.65579;228.539
6.69885e+09;4;1.66974;229.084
6.71429e+09;4;1.68376;229.631
6.72977e+09;4;1.69787;230.178
6.74528e+09;4;1.71205;230.727
6.76083e+09;4;1.72631;231.277
6.77642e+09;4;1.74065;231.828
6.79204e+09;4;1.75508;232.381
6.80769e+09;4;1.76958;232.934
6.82339e+09;4;1.78416;233.489
6.83912e+09;4;1.79882;234.045
6.85488e+09;4;1.81356;234.602
6.87068e+09;4;1.82838;235.16
6.88652e+09;4;1.84328;235.72
6.9024e+09;4;1.85826;236.28
6.91831e+09;4;1.87332;236.842
6.93426e+09;4;1.88846;237.405
6.95024e+09;4;1.90368;237.97
6.96627e+09;4;1.91899;238.535
6.98232e+09;4;1.93437;239.102
6.99842e+09;4;1.94983;239.67
7.01455e+09;4;1.96537;240.239
7.03072e+09;4;1.981;240.809
7.04693e+09;4;1.9967;241.381
7.06318e+09;4;2.01249;241.954
7.07946e+09;4;2.02835;242.528
7.09578e+09;4;2.0443;243.103
7.11214e+09;4;2.06033;243.68
7.12853e+09;4;2.07644;244.258
7.14496e+09;4;2.09263;244.837
7.16143e+09;4;2.1089;245.417
7.17794e+09;4;2.12526;245.998
7.19449e+09;4;2.14169;246.581
7.21107e+09;4;2.15821;247.165
7.2277e+09;4;2.1748;247.75
7.24436e+09;4;2.19148;248.337
7.26106e+09;4;2.20824;248.924
7.2778e+09;4;2.22509;249.514
7.29458e+09;4;2.24201;250.104
7.31139e+09;4;2.25902;250.695
7.32825e+09;4;2.2761;251.288
7.34514e+09;4;2.29327;251.882
7.36207e+09;4;2.31053;252.478
7.37904e+09;4;2.32786;253.074
7.39605e+09;4;2.34528;253.672
7.4131e+09;4;2.36277;254.271
7.43019e+09;4;2.38035;254.872
7.44732e+09;4;2.39802;255.474
7.46449e+09;4;2.41576;256.077
7.4817e+09;4;2.43359;256.681
7.49894e+09;4;2.4515;257.287
7.51623e+09;4;2.4695;257.894
7.53356e+09;4;2.48757;258.502
7.55092e+09;4;2.50573;259.111
7.56833e+09;4;2.52397;259.722
7.58578e+09;4;2.5423;260.334
7.60326e+09;4;2.5607;260.948
7.62079e+09;4;2.57919;261.563
7.63836e+09;4;2.59777;262.179
7.65597e+09;4;2.61642;262.796
7.67361e+09;4;2.63516;263.415
7.6913e+09;4;2.65398;264.035
7.70903e+09;4;2.67289;264.657
7.72681e+09;4;2.69188;265.28
7.74462e+09;4;2.71095;265.904
7.76247e+09;4;2.73011;266.529
7.78037e+09;4;2.74935;267.156
7.7983e+09;4;2.76867;267.784
7.81628e+09;4;2.78807;268.414
7.8343e+09;4;2.80757;269.044
7.85236e+09;4;2.82714;269.677
7.87046e+09;4;2.8468;270.31
7.8886e+09;4;2.86654;270.945
7.90679e+09;4;2.88636;271.581
7.92501e+09;4;2.90627;272.219
7.94328e+09;4;2.92626;272.858
7.96159e+09;4;2.94634;273.499
7.97995e+09;4;2.9665;274.14
7.99834e+09;4;2.98675;274.784
8.01678e+09;4;3.00708;275.428
8.03526e+09;4;3.02749;276.074
8.05378e+09;4;3.04799;276.721
8.07235e+09;4;3.06857;277.37
8.09096e+09;4;3.08924;278.02
8.10961e+09;4;3.10999;278.672
8.12831e+09;4;3.13082;279.325
8.14704e+09;4;3.15174;279.979
8.16582e+09;4;3.17274;280.635
8.18465e+09;4;3.19383;281.292
8.20352e+09;4;3.215;281.95
8.22243e+09;4;3.23626;282.61
8.24138e+09;4;3.2576;283.272
8.26038e+09;4;3.27903;283.934
8.27942e+09;4;3.30054;284.599
8.29851e+09;4;3.32214;285.264
8.31764e+09;4;3.34382;285.931
8.33681e+09;4;3.36558;286.6
8.35603e+09;4;3.38743;287.27
8.37529e+09;4;3.40937;287.941
8.3946e+09;4;3.43139;288.614
8.41395e+09;4;3.45349;289.288
8.43335e+09;4;3.47568;289.964
8.45279e+09;4;3.49796;290.641
8.47227e+09;4;3.52032;291.32
8.4918e+09;4;3.54276;292
8.51138e+09;4;3.56529;292.682
8.531e+09;4;3.58791;293.365
8.55067e+09;4;3.61061;294.049
8.57038e+09;4;3.63339;294.735
8.59014e+09;4;3.65626;295.423
8.60994e+09;4;3.67922;296.112
8.62979e+09;4;3.70226;296.802
8.64968e+09;4;3.72538;297.494
8.66962e+09;4;3.74859;298.187
8.6896e+09;4;3.77189;298.882
8.70964e+09;4;3.79527;299.579
8.72971e+09;4;3.81874;300.277
8.74984e+09;4;3.84229;300.976
8.77001e+09;4;3.86592;301.677
8.79023e+09;4;3.88965;302.379
8.81049e+09;4;3.91345;303.083
8.8308e+09;4;3.93734;303.789
8.85116e+09;4;3.96132;304.496
8.87156e+09;4;3.98539;305.204
8.89201e+09;4;4.00953;305.914
8.91251e+09;4;4.03377;306.626
8.93305e+09;4;4.05809;307.339
8.95365e+09;4;4.08249;308.053
8.97429e+09;4;4.10698;308.769
8.99498e+09;4;4.13155;309.487
9.01571e+09;4;4.15621;310.206
9.03649e+09;4;4.18096;310.927
9.05733e+09;4;4.20579;311.649
9.07821e+09;4;4.23071;312.373
9.09913e+09;4;4.25571;313.099
9.12011e+09;4;4.28079;313.826
9.14113e+09;4;4.30596;314.554
9.1622e+09;4;4.33122;315.285
9.18333e+09;4;4.35656;316.016
9.2045e+09;4;4.38199;316.75
9.22571e+09;4;4.4075;317.484
9.24698e+09;4;4.4331;318.221
9.2683e+09;4;4.45878;318.959
9.28966e+09;4;4.48455;319.699
9.31108e+09;4;4.5104;320.44
9.33254e+09;4;4.53634;321.183
9.35406e+09;4;4.56236;321.927
9.37562e+09;4;4.58847;322.673
9.39723e+09;4;4.61466;323.421
9.4189e+09;4;4.64094;324.17
9.44061e+09;4;4.6673;324.921
9.46237e+09;4;4.69375;325.673
9.48418e+09;4;4.72028;326.427
9.50605e+09;4;4.7469;327.183
9.52796e+09;4;4.7736;327.941
9.54993e+09;4;4.80039;328.7
9.57194e+09;4;4.82726;329.46
9.59401e+09;4;4.85422;330.222
9.61612e+09;4;4.88126;330.986
9.63829e+09;4;4.90839;331.752
9.66051e+09;4;4.9356;332.519
9.68278e+09;4;4.96289;333.288
9.7051e+09;4;4.99027;334.059
9.72747e+09;4;5.01773;334.831
9.7499e+09;4;5.04528;335.605
9.77237e+09;4;5.07291;336.38
9.7949e+09;4;5.10063;337.157
9.81748e+09;4;5.12843;337.936
9.84011e+09;4;5.15632;338.717
9.86279e+09;4;5.18428;339.499
9.88553e+09;4;5.21234;340.283
9.90832e+09;4;5.24047;341.069
9.93116e+09;4;5.26869;341.856
9.95405e+09;4;5.297;342.645
9.977e+09;4;5.32539;343.436
1e+10;4;5.35386;344.228
1e+09;5;15.2532;16.6158
1.00231e+09;5;15.2108;16.6971
1.00462e+09;5;15.1684;16.7788
1.00693e+09;5;15.126;16.8607
1.00925e+09;5;15.0836;16.9429
1.01158e+09;5;15.0413;17.0253
1.01391e+09;5;14.9989;17.1081
1.01625e+09;5;14.9565;17.1912
1.01859e+09;5;14.9141;17.2745
1.02094e+09;5;14.8718;17.3581
1.02329e+09;5;14.8294;17.442
1.02565e+09;5;14.7871;17.5263
1.02802e+09;5;14.7447;17.6108
1.03039e+09;5;14.7024;17.6955
1.03276e+09;5;14.6601;17.7806
1.03514e+09;5;14.6178;17.866
1.03753e+09;5;14.5754;17.9517
1.03992e+09;5;14.5332;18.0376
1.04232e+09;5;14.4909;18.1239
1.04472e+09;5;14.4486;18.2104
1.04713e+09;5;14.4063;18.2972
1.04954e+09;5;14.3641;18.3844
1.05196e+09;5;14.3218;18.4718
1.05439e+09;5;14.2796;18.5595
1.05682e+09;5;14.2374;18.6475
1.05925e+09;5;14.1952;18.7358
1.0617e+09;5;14.153;18.8244
1.06414e+09;5;14.1109;18.9133
1.0666e+09;5;14.0687;19.0025
1.06905e+09;5;14.0266;19.092
1.07152e+09;5;13.9844;19.1818
1.07399e+09;5;13.9423;19.2719
1.07647e+09;5;13.9002;19.3623
1.07895e+09;5;13.8582;19.453
1.08143e+09;5;13.8161;19.5439
1.08393e+09;5;13.7741;19.6352
1.08643e+09;5;13.7321;19.7268
1.08893e+09;5;13.6901;19.8187
1.09144e+09;5;13.6481;19.9108
1.09396e+09;5;13.6061;20.0033
1.09648e+09;5;13.5642;20.0961
1.09901e+09;5;13.5223;20.1892
1.10154e+09;5;13.4804;20.2826
1.10408e+09;5;13.4385;20.3763
1.10662e+09;5;13.3966;20.4702
1.10917e+09;5;13.3548;20.5645
1.11173e+09;5;13.313;20.6591
1.11429e+09;5;13.2712;20.754
1.11686e+09;5;13.2295;20.8492
1.11944e+09;5;13.1877;20.9447
1.12202e+09;5;13.146;21.0405
1.1246e+09;5;13.1043;21.1367
1.1272e+09;5;13.0627;21.2331
1.1298e+09;5;13.0211;21.3298
1.1324e+09;5;12.9795;21.4268
1.13501e+09;5;12.9379;21.5242
1.13763e+09;5;12.8963;21.6218
1.14025e+09;5;12.8548;21.7198
1.14288e+09;5;12.8133;21.818
1.14551e+09;5;12.7719;21.9166
1.14815e+09;5;12.7304;22.0155
1.1508e+09;5;12.689;22.1146
1.15345e+09;5;12.6476;22.2141
1.15611e+09;5;12.6063;22.3139
1.15878e+09;5;12.565;22.414
1.16145e+09;5;12.5237;22.5144
1.16413e+09;5;12.4825;22.6152
1.16681e+09;5;12.4412;22.7162
1.1695e+09;5;12.4001;22.8176
1.1722e+09;5;12.3589;22.9192
1.1749e+09;5;12.3178;23.0212
1.17761e+09;5;12.2767;23.1235
1.18032e+09;5;12.2357;23.2261
1.18304e+09;5;12.1947;23.329
1.18577e+09;5;12.1537;23.4322
1.1885e+09;5;12.1127;23.5357
1.19124e+09;5;12.0718;23.6396
1.19399e+09;5;12.031;23.7437
1.19674e+09;5;11.9901;23.8482
1.1995e+09;5;11.9494;23.953
1.20226e+09;5;11.9086;24.0581
1.20504e+09;5;11.8679;24.1635
1.20781e+09;5;11.8272;24.2692
1.2106e+09;5;11.7866;24.3753
1.21339e+09;5;11.746;24.4816
1.21619e+09;5;11.7054;24.5883
1.21899e+09;5;11.6649;24.6953
1.2218e+09;5;11.6244;24.8026
1.22462e+09;5;11.584;24.9102
1.22744e+09;5;11.5436;25.0182
1.23027e+09;5;11.5032;25.1265
1.2331e+09;5;11.4629;25.235
1.23595e+09;5;11.4226;25.3439
1.2388e+09;5;11.3824;25.4532
1.24165e+09;5;11.3422;25.5627
1.24451e+09;5;11.3021;25.6725
1.24738e+09;5;11.262;25.7827
1.25026e+09;5;11.222;25.8932
1.25314e+09;5;11.1819;26.004
1.25603e+09;5;11.142;26.1152
1.25893e+09;5;11.1021;26.2266
1.26183e+09;5;11.0622;26.3384
1.26474e+09;5;11.0224;26.4505
1.26765e+09;5;10.9826;26.5629
1.27057e+09;5;10.9429;26.6757
1.2735e+09;5;10.9032;26.7887
1.27644e+09;5;10.8636;26.9021
1.27938e+09;5;10.824;27.0158
1.28233e+09;5;10.7845;27.1299
1.28529e+09;5;10.745;27.2442
1.28825e+09;5;10.7056;27.3589
1.29122e+09;5;10.6662;27.4739
1.2942e+09;5;10.6268;27.5892
1.29718e+09;5;10.5876;27.7049
1.30017e+09;5;10.5483;27.8209
1.30317e+09;5;10.5092;27.9372
1.30617e+09;5;10.47;28.0538
1.30918e+09;5;10.4309;28.1707
1.3122e+09;5;10.3919;28.288
1.31522e+09;5;10.353;28.4056
1.31826e+09;5;10.314;28.5236
1.3213e+09;5;10.2752;28.6418
1.32434e+09;5;10.2364;28.7604
1.32739e+09;5;10.1976;28.8793
1.33045e+09;5;10.1589;28.9986
1.33352e+09;5;10.1203;29.1181
1.3366e+09;5;10.0817;29.238
1.33968e+09;5;10.0431;29.3583
1.34276e+09;5;10.0047;29.4788
1.34586e+09;5;9.96623;29.5997
1.34896e+09;5;9.92786;29.7209
1.35207e+09;5;9.88955;29.8425
1.35519e+09;5;9.8513;29.9643
1.35831e+09;5;9.8131;30.0865
1.36144e+09;5;9.77497;30.2091
1.36458e+09;5;9.73689;30.332
1.36773e+09;5;9.69887;30.4551
1.37088e+09;5;9.66091;30.5787
1.37404e+09;5;9.623;30.7025
1.37721e+09;5;9.58516;30.8267
1.38038e+09;5;9.54738;30.9513
1.38357e+09;5;9.50965;31.0761
1.38676e+09;5;9.47199;31.2013
1.38995e+09;5;9.43439;31.3268
1.39316e+09;5;9.39685;31.4527
1.39637e+09;5;9.35937;31.5789
1.39959e+09;5;9.32195;31.7054
1.40281e+09;5;9.28459;31.8323
1.40605e+09;5;9.2473;31.9595
1.40929e+09;5;9.21007;32.087
1.41254e+09;5;9.1729;32.2149
1.41579e+09;5;9.1358;32.3431
1.41906e+09;5;9.09875;32.4716
1.42233e+09;5;9.06177;32.6005
1.42561e+09;5;9.02486;32.7297
1.42889e+09;5;8.98801;32.8593
1.43219e+09;5;8.95122;32.9891
1.43549e+09;5;8.9145;33.1194
1.4388e+09;5;8.87785;33.2499
1.44212e+09;5;8.84126;33.3808
1.44544e+09;5;8.80473;33.5121
1.44877e+09;5;8.76827;33.6436
1.45211e+09;5;8.73188;33.7756
1.45546e+09;5;8.69555;33.9078
1.45881e+09;5;8.65929;34.0404
1.46218e+09;5;8.6231;34.1733
1.46555e+09;5;8.58697;34.3066
1.46893e+09;5;8.55092;34.4402
1.47231e+09;5;8.51492;34.5742
1.47571e+09;5;8.479;34.7085
1.47911e+09;5;8.44315;34.8431
1.48252e+09;5;8.40736;34.9781
1.48594e+09;5;8.37165;35.1134
1.48936e+09;5;8.336;35.2491
1.49279e+09;5;8.30042;35.3851
1.49624e+09;5;8.26491;35.5214
1.49968e+09;5;8.22947;35.6581
1.50314e+09;5;8.1941;35.7952
1.50661e+09;5;8.1588;35.9325
1.51008e+09;5;8.12357;36.0703
1.51356e+09;5;8.08841;36.2083
1.51705e+09;5;8.05332;36.3467
1.52055e+09;5;8.01831;36.4855
1.52405e+09;5;7.98336;36.6246
1.52757e+09;5;7.94849;36.764
1.53109e+09;5;7.91369;36.9038
1.53462e+09;5;7.87896;37.044
1.53815e+09;5;7.8443;37.1845
1.5417e+09;5;7.80971;37.3253
1.54525e+09;5;7.7752;37.4665
1.54882e+09;5;7.74076;37.608
1.55239e+09;5;7.7064;37.7499
1.55597e+09;5;7.6721;37.8921
1.55955e+09;5;7.63788;38.0347
1.56315e+09;5;7.60374;38.1776
1.56675e+09;5;7.56966;38.3209
1.57036e+09;5;7.53567;38.4645
1.57398e+09;5;7.50174;38.6084
1.57761e+09;5;7.46789;38.7528
1.58125e+09;5;7.43412;38.8974
1.58489e+09;5;7.40042;39.0424
1.58855e+09;5;7.36679;39.1878
1.59221e+09;5;7.33324;39.3335
1.59588e+09;5;7.29977;39.4796
1.59956e+09;5;7.26637;39.626
1.60325e+09;5;7.23305;39.7728
1.60694e+09;5;7.1998;39.92
1.61065e+09;5;7.16663;40.0674
1.61436e+09;5;7.13354;40.2153
1.61808e+09;5;7.10052;40.3635
1.62181e+09;5;7.06758;40.512
1.62555e+09;5;7.03472;40.6609
1.6293e+09;5;7.00193;40.8102
1.63305e+09;5;6.96922;40.9598
1.63682e+09;5;6.93659;41.1097
1.64059e+09;5;6.90403;41.2601
1.64437e+09;5;6.87155;41.4107
1.64816e+09;5;6.83915;41.5618
1.65196e+09;5;6.80683;41.7132
1.65577e+09;5;6.77459;41.8649
1.65959e+09;5;6.74242;42.017
1.66341e+09;5;6.71034;42.1695
1.66725e+09;5;6.67833;42.3223
1.67109e+09;5;6.6464;42.4755
1.67494e+09;5;6.61455;42.629
1.6788e+09;5;6.58278;42.7829
1.68267e+09;5;6.55108;42.9372
1.68655e+09;5;6.51947;43.0918
1.69044e+09;5;6.48794;43.2468
1.69434e+09;5;6.45648;43.4021
1.69824e+09;5;6.42511;43.5578
1.70216e+09;5;6.39382;43.7139
1.70608e+09;5;6.3626;43.8703
1.71002e+09;5;6.33147;44.0271
1.71396e+09;5;6.30041;44.1842
1.71791e+09;5;6.26944;44.3418
1.72187e+09;5;6.23854;44.4996
1.72584e+09;5;6.20773;44.6579
1.72982e+09;5;6.177;44.8165
1.7338e+09;5;6.14635;44.9755
1.7378e+09;5;6.11578;45.1348
1.74181e+09;5;6.08529;45.2945
1.74582e+09;5;6.05488;45.4546
1.74985e+09;5;6.02455;45.615
1.75388e+09;5;5.99431;45.7758
1.75792e+09;5;5.96414;45.9369
1.76198e+09;5;5.93406;46.0985
1.76604e+09;5;5.90406;46.2604
1.77011e+09;5;5.87414;46.4227
1.77419e+09;5;5.8443;46.5853
1.77828e+09;5;5.81455;46.7483
1.78238e+09;5;5.78488;46.9117
1.78649e+09;5;5.75528;47.0754
1.79061e+09;5;5.72578;47.2395
1.79473e+09;5;5.69635;47.404
1.79887e+09;5;5.66701;47.5689
1.80302e+09;5;5.63774;47.7341
1.80717e+09;5;5.60857;47.8997
1.81134e+09;5;5.57947;48.0657
1.81552e+09;5;5.55046;48.232
1.8197e+09;5;5.52153;48.3988
1.8239e+09;5;5.49268;48.5659
1.8281e+09;5;5.46391;48.7333
1.83231e+09;5;5.43523;48.9012
1.83654e+09;5;5.40663;49.0694
1.84077e+09;5;5.37812;49.238
1.84502e+09;5;5.34969;49.4069
1.84927e+09;5;5.32134;49.5763
1.85353e+09;5;5.29307;49.746
1.8578e+09;5;5.26489;49.9161
1.86209e+09;5;5.23679;50.0866
1.86638e+09;5;5.20878;50.2575
1.87068e+09;5;5.18085;50.4287
1.87499e+09;5;5.153;50.6003
1.87932e+09;5;5.12524;50.7723
1.88365e+09;5;5.09756;50.9447
1.88799e+09;5;5.06996;51.1174
1.89234e+09;5;5.04245;51.2906
1.89671e+09;5;5.01502;51.4641
1.90108e+09;5;4.98768;51.638
1.90546e+09;5;4.96042;51.8123
1.90985e+09;5;4.93324;51.9869
1.91426e+09;5;4.90615;52.162
1.91867e+09;5;4.87914;52.3374
1.92309e+09;5;4.85222;52.5132
1.92752e+09;5;4.82538;52.6894
1.93197e+09;5;4.79863;52.866
1.93642e+09;5;4.77196;53.043
1.94089e+09;5;4.74537;53.2203
1.94536e+09;5;4.71887;53.3981
1.94984e+09;5;4.69245;53.5762
1.95434e+09;5;4.66612;53.7547
1.95884e+09;5;4.63987;53.9336
1.96336e+09;5;4.61371;54.1129
1.96789e+09;5;4.58763;54.2926
1.97242e+09;5;4.56164;54.4727
1.97697e+09;5;4.53573;54.6532
1.98153e+09;5;4.5099;54.834
1.98609e+09;5;4.48416;55.0153
1.99067e+09;5;4.45851;55.1969
1.99526e+09;5;4.43294;55.3789
1.99986e+09;5;4.40745;55.5614
2.00447e+09;5;4.38205;55.7442
2.00909e+09;5;4.35673;55.9274
2.01372e+09;5;4.3315;56.111
2.01837e+09;5;4.30636;56.295
2.02302e+09;5;4.28129;56.4794
2.02768e+09;5;4.25632;56.6642
2.03236e+09;5;4.23142;56.8494
2.03704e+09;5;4.20662;57.035
2.04174e+09;5;4.18189;57.221
2.04644e+09;5;4.15726;57.4074
2.05116e+09;5;4.1327;57.5942
2.05589e+09;5;4.10823;57.7813
2.06063e+09;5;4.08385;57.9689
2.06538e+09;5;4.05955;58.1569
2.07014e+09;5;4.03534;58.3453
2.07491e+09;5;4.01121;58.5341
2.0797e+09;5;3.98717;58.7233
2.08449e+09;5;3.96321;58.9129
2.0893e+09;5;3.93933;59.1029
2.09411e+09;5;3.91554;59.2933
2.09894e+09;5;3.89184;59.4841
2.10378e+09;5;3.86822;59.6753
2.10863e+09;5;3.84468;59.8669
2.11349e+09;5;3.82123;60.059
2.11836e+09;5;3.79786;60.2514
2.12324e+09;5;3.77458;60.4442
2.12814e+09;5;3.75139;60.6375
2.13304e+09;5;3.72828;60.8311
2.13796e+09;5;3.70525;61.0252
2.14289e+09;5;3.68231;61.2197
2.14783e+09;5;3.65945;61.4146
2.15278e+09;5;3.63667;61.6099
2.15774e+09;5;3.61399;61.8056
2.16272e+09;5;3.59138;62.0017
2.1677e+09;5;3.56886;62.1983
2.1727e+09;5;3.54643;62.3952
2.17771e+09;5;3.52408;62.5926
2.18273e+09;5;3.50181;62.7904
2.18776e+09;5;3.47963;62.9886
2.1928e+09;5;3.45753;63.1872
2.19786e+09;5;3.43552;63.3862
2.20293e+09;5;3.41359;63.5857
2.208e+09;5;3.39175;63.7855
2.21309e+09;5;3.36999;63.9858
2.2182e+09;5;3.34831;64.1865
2.22331e+09;5;3.32672;64.3877
2.22844e+09;5;3.30521;64.5892
2.23357e+09;5;3.28379;64.7912
2.23872e+09;5;3.26245;64.9936
2.24388e+09;5;3.2412;65.1964
2.24905e+09;5;3.22003;65.3996
2.25424e+09;5;3.19894;65.6033
2.25944e+09;5;3.17794;65.8074
2.26464e+09;5;3.15702;66.0119
2.26986e+09;5;3.13618;66.2169
2.2751e+09;5;3.11543;66.4222
2.28034e+09;5;3.09477;66.628
2.2856e+09;5;3.07418;66.8343
2.29087e+09;5;3.05368;67.0409
2.29615e+09;5;3.03327;67.248
2.30144e+09;5;3.01294;67.4555
2.30675e+09;5;2.99269;67.6635
2.31206e+09;5;2.97252;67.8719
2.31739e+09;5;2.95244;68.0807
2.32274e+09;5;2.93244;68.29
2.32809e+09;5;2.91253;68.4996
2.33346e+09;5;2.89269;68.7098
2.33884e+09;5;2.87295;68.9203
2.34423e+09;5;2.85328;69.1313
2.34963e+09;5;2.8337;69.3427
2.35505e+09;5;2.8142;69.5546
2.36048e+09;5;2.79478;69.7669
2.36592e+09;5;2.77545;69.9797
2.37137e+09;5;2.7562;70.1929
2.37684e+09;5;2.73704;70.4065
2.38232e+09;5;2.71795;70.6206
2.38781e+09;5;2.69895;70.8351
2.39332e+09;5;2.68003;71.05
2.39883e+09;5;2.6612;71.2655
2.40436e+09;5;2.64244;71.4813
2.40991e+09;5;2.62377;71.6976
2.41546e+09;5;2.60518;71.9143
2.42103e+09;5;2.58668;72.1315
2.42661e+09;5;2.56826;72.3492
2.4322e+09;5;2.54992;72.5673
2.43781e+09;5;2.53166;72.7858
2.44343e+09;5;2.51348;73.0048
2.44906e+09;5;2.49539;73.2242
2.45471e+09;5;2.47737;73.4441
2.46037e+09;5;2.45944;73.6645
2.46604e+09;5;2.4416;73.8853
2.47172e+09;5;2.42383;74.1065
2.47742e+09;5;2.40614;74.3282
2.48313e+09;5;2.38854;74.5504
2.48886e+09;5;2.37102;74.773
2.49459e+09;5;2.35358;74.9961
2.50035e+09;5;2.33622;75.2196
2.50611e+09;5;2.31895;75.4436
2.51189e+09;5;2.30175;75.6681
2.51768e+09;5;2.28464;75.893
2.52348e+09;5;2.26761;76.1184
2.5293e+09;5;2.25066;76.3442
2.53513e+09;5;2.23379;76.5705
2.54097e+09;5;2.217;76.7973
2.54683e+09;5;2.20029;77.0245
2.5527e+09;5;2.18366;77.2523
2.55859e+09;5;2.16712;77.4804
2.56448e+09;5;2.15065;77.7091
2.5704e+09;5;2.13427;77.9382
2.57632e+09;5;2.11796;78.1678
2.58226e+09;5;2.10174;78.3978
2.58821e+09;5;2.0856;78.6283
2.59418e+09;5;2.06954;78.8593
2.60016e+09;5;2.05355;79.0908
2.60615e+09;5;2.03765;79.3227
2.61216e+09;5;2.02183;79.5552
2.61818e+09;5;2.00609;79.7881
2.62422e+09;5;1.99043;80.0214
2.63027e+09;5;1.97485;80.2553
2.63633e+09;5;1.95935;80.4896
2.64241e+09;5;1.94393;80.7244
2.6485e+09;5;1.92859;80.9597
2.65461e+09;5;1.91333;81.1955
2.66073e+09;5;1.89814;81.4317
