"acfrequency";"number";"r Z";"i Z"
5.12861e+09;1;0.533918;172.789
5.14044e+09;1;0.538891;173.216
5.15229e+09;1;0.543938;173.645
5.16416e+09;1;0.549059;174.074
5.17607e+09;1;0.554253;174.505
5.188e+09;1;0.559522;174.936
5.19996e+09;1;0.564864;175.368
5.21195e+09;1;0.57028;175.801
5.22396e+09;1;0.57577;176.235
5.236e+09;1;0.581334;176.67
5.24807e+09;1;0.586972;177.105
5.26017e+09;1;0.592685;177.542
5.2723e+09;1;0.598471;177.98
5.28445e+09;1;0.604332;178.418
5.29663e+09;1;0.610266;178.858
5.30884e+09;1;0.616276;179.298
5.32108e+09;1;0.622359;179.739
5.33335e+09;1;0.628517;180.182
5.34564e+09;1;0.634749;180.625
5.35797e+09;1;0.641056;181.069
5.37032e+09;1;0.647437;181.514
5.3827e+09;1;0.653892;181.96
5.39511e+09;1;0.660423;182.407
5.40754e+09;1;0.667028;182.855
5.42001e+09;1;0.673707;183.304
5.4325e+09;1;0.680462;183.753
5.44503e+09;1;0.687291;184.204
5.45758e+09;1;0.694195;184.656
5.47016e+09;1;0.701174;185.108
5.48277e+09;1;0.708228;185.562
5.49541e+09;1;0.715357;186.017
5.50808e+09;1;0.722561;186.472
5.52077e+09;1;0.72984;186.929
5.5335e+09;1;0.737194;187.386
5.54626e+09;1;0.744624;187.845
5.55904e+09;1;0.752128;188.304
5.57186e+09;1;0.759708;188.764
5.5847e+09;1;0.767364;189.226
5.59758e+09;1;0.775095;189.688
5.61048e+09;1;0.782901;190.151
5.62341e+09;1;0.790783;190.616
5.63638e+09;1;0.79874;191.081
5.64937e+09;1;0.806773;191.547
5.66239e+09;1;0.814882;192.015
5.67545e+09;1;0.823067;192.483
5.68853e+09;1;0.831327;192.952
5.70164e+09;1;0.839664;193.422
5.71479e+09;1;0.848076;193.894
5.72796e+09;1;0.856564;194.366
5.74116e+09;1;0.865128;194.839
5.7544e+09;1;0.873769;195.313
5.76766e+09;1;0.882486;195.789
5.78096e+09;1;0.891278;196.265
5.79429e+09;1;0.900148;196.742
5.80764e+09;1;0.909093;197.221
5.82103e+09;1;0.918115;197.7
5.83445e+09;1;0.927214;198.18
5.8479e+09;1;0.936389;198.662
5.86138e+09;1;0.94564;199.144
5.87489e+09;1;0.954968;199.627
5.88844e+09;1;0.964374;200.112
5.90201e+09;1;0.973855;200.597
5.91562e+09;1;0.983414;201.084
5.92925e+09;1;0.99305;201.571
5.94292e+09;1;1.00276;202.06
5.95662e+09;1;1.01255;202.549
5.97035e+09;1;1.02242;203.04
5.98412e+09;1;1.03236;203.532
5.99791e+09;1;1.04238;204.025
6.01174e+09;1;1.05248;204.518
6.0256e+09;1;1.06266;205.013
6.03949e+09;1;1.07291;205.509
6.05341e+09;1;1.08324;206.006
6.06736e+09;1;1.09365;206.504
6.08135e+09;1;1.10414;207.003
6.09537e+09;1;1.1147;207.503
6.10942e+09;1;1.12534;208.004
6.1235e+09;1;1.13606;208.507
6.13762e+09;1;1.14686;209.01
6.15177e+09;1;1.15773;209.514
6.16595e+09;1;1.16869;210.02
6.18016e+09;1;1.17972;210.526
6.19441e+09;1;1.19083;211.034
6.20869e+09;1;1.20202;211.543
6.223e+09;1;1.21328;212.053
6.23735e+09;1;1.22463;212.563
6.25173e+09;1;1.23605;213.075
6.26614e+09;1;1.24755;213.589
6.28058e+09;1;1.25913;214.103
6.29506e+09;1;1.27079;214.618
6.30957e+09;1;1.28253;215.134
6.32412e+09;1;1.29434;215.652
6.3387e+09;1;1.30624;216.17
6.35331e+09;1;1.31821;216.69
6.36796e+09;1;1.33027;217.211
6.38263e+09;1;1.3424;217.733
6.39735e+09;1;1.35461;218.256
6.4121e+09;1;1.3669;218.78
6.42688e+09;1;1.37927;219.305
6.44169e+09;1;1.39172;219.831
6.45654e+09;1;1.40425;220.359
6.47143e+09;1;1.41685;220.887
6.48634e+09;1;1.42954;221.417
6.5013e+09;1;1.44231;221.948
6.51628e+09;1;1.45516;222.48
6.53131e+09;1;1.46808;223.013
6.54636e+09;1;1.48109;223.547
6.56145e+09;1;1.49418;224.083
6.57658e+09;1;1.50734;224.619
6.59174e+09;1;1.52059;225.157
6.60693e+09;1;1.53392;225.696
6.62217e+09;1;1.54732;226.236
6.63743e+09;1;1.56081;226.777
6.65273e+09;1;1.57438;227.32
6.66807e+09;1;1.58802;227.863
6.68344e+09;1;1.60175;228.408
6.69885e+09;1;1.61556;228.953
6.71429e+09;1;1.62945;229.5
6.72977e+09;1;1.64342;230.049
6.74528e+09;1;1.65747;230.598
6.76083e+09;1;1.6716;231.148
6.77642e+09;1;1.68582;231.7
6.79204e+09;1;1.70011;232.253
6.80769e+09;1;1.71448;232.807
6.82339e+09;1;1.72894;233.362
6.83912e+09;1;1.74348;233.918
6.85488e+09;1;1.7581;234.476
6.87068e+09;1;1.77279;235.035
6.88652e+09;1;1.78758;235.595
6.9024e+09;1;1.80244;236.156
6.91831e+09;1;1.81738;236.718
6.93426e+09;1;1.83241;237.282
6.95024e+09;1;1.84751;237.847
6.96627e+09;1;1.8627;238.413
6.98232e+09;1;1.87797;238.98
6.99842e+09;1;1.89333;239.548
7.01455e+09;1;1.90876;240.118
7.03072e+09;1;1.92428;240.689
7.04693e+09;1;1.93988;241.261
7.06318e+09;1;1.95556;241.834
7.07946e+09;1;1.97132;242.409
7.09578e+09;1;1.98716;242.984
7.11214e+09;1;2.00309;243.561
7.12853e+09;1;2.0191;244.14
7.14496e+09;1;2.03519;244.719
7.16143e+09;1;2.05137;245.3
7.17794e+09;1;2.06763;245.882
7.19449e+09;1;2.08397;246.465
7.21107e+09;1;2.10039;247.049
7.2277e+09;1;2.11689;247.635
7.24436e+09;1;2.13348;248.222
7.26106e+09;1;2.15015;248.81
7.2778e+09;1;2.16691;249.4
7.29458e+09;1;2.18375;249.99
7.31139e+09;1;2.20067;250.582
7.32825e+09;1;2.21767;251.176
7.34514e+09;1;2.23476;251.77
7.36207e+09;1;2.25193;252.366
7.37904e+09;1;2.26918;252.963
7.39605e+09;1;2.28652;253.561
7.4131e+09;1;2.30394;254.161
7.43019e+09;1;2.32144;254.762
7.44732e+09;1;2.33903;255.364
7.46449e+09;1;2.3567;255.968
7.4817e+09;1;2.37446;256.572
7.49894e+09;1;2.39229;257.179
7.51623e+09;1;2.41022;257.786
7.53356e+09;1;2.42822;258.395
7.55092e+09;1;2.44631;259.005
7.56833e+09;1;2.46449;259.616
7.58578e+09;1;2.48275;260.229
7.60326e+09;1;2.50109;260.843
7.62079e+09;1;2.51952;261.458
7.63836e+09;1;2.53803;262.074
7.65597e+09;1;2.55662;262.692
7.67361e+09;1;2.5753;263.311
7.6913e+09;1;2.59407;263.932
7.70903e+09;1;2.61292;264.554
7.72681e+09;1;2.63185;265.177
7.74462e+09;1;2.65087;265.802
7.76247e+09;1;2.66997;266.428
7.78037e+09;1;2.68916;267.055
7.7983e+09;1;2.70843;267.683
7.81628e+09;1;2.72778;268.313
7.8343e+09;1;2.74722;268.945
7.85236e+09;1;2.76675;269.577
7.87046e+09;1;2.78636;270.211
7.8886e+09;1;2.80606;270.847
7.90679e+09;1;2.82584;271.483
7.92501e+09;1;2.8457;272.121
7.94328e+09;1;2.86566;272.761
7.96159e+09;1;2.88569;273.402
7.97995e+09;1;2.90581;274.044
7.99834e+09;1;2.92602;274.688
8.01678e+09;1;2.94631;275.332
8.03526e+09;1;2.96669;275.979
8.05378e+09;1;2.98715;276.627
8.07235e+09;1;3.0077;277.276
8.09096e+09;1;3.02833;277.926
8.10961e+09;1;3.04905;278.578
8.12831e+09;1;3.06985;279.232
8.14704e+09;1;3.09074;279.886
8.16582e+09;1;3.11172;280.542
8.18465e+09;1;3.13278;281.2
8.20352e+09;1;3.15393;281.859
8.22243e+09;1;3.17516;282.519
8.24138e+09;1;3.19648;283.181
8.26038e+09;1;3.21788;283.844
8.27942e+09;1;3.23937;284.509
8.29851e+09;1;3.26094;285.175
8.31764e+09;1;3.2826;285.842
8.33681e+09;1;3.30435;286.511
8.35603e+09;1;3.32618;287.182
8.37529e+09;1;3.3481;287.854
8.3946e+09;1;3.37011;288.527
8.41395e+09;1;3.3922;289.201
8.43335e+09;1;3.41437;289.878
8.45279e+09;1;3.43664;290.555
8.47227e+09;1;3.45898;291.234
8.4918e+09;1;3.48142;291.915
8.51138e+09;1;3.50394;292.597
8.531e+09;1;3.52654;293.28
8.55067e+09;1;3.54924;293.965
8.57038e+09;1;3.57202;294.652
8.59014e+09;1;3.59488;295.339
8.60994e+09;1;3.61783;296.029
8.62979e+09;1;3.64087;296.72
8.64968e+09;1;3.66399;297.412
8.66962e+09;1;3.6872;298.106
8.6896e+09;1;3.7105;298.801
8.70964e+09;1;3.73388;299.498
8.72971e+09;1;3.75735;300.196
8.74984e+09;1;3.7809;300.896
8.77001e+09;1;3.80454;301.597
8.79023e+09;1;3.82827;302.3
8.81049e+09;1;3.85208;303.004
8.8308e+09;1;3.87598;303.71
8.85116e+09;1;3.89997;304.417
8.87156e+09;1;3.92404;305.126
8.89201e+09;1;3.9482;305.837
8.91251e+09;1;3.97244;306.549
8.93305e+09;1;3.99677;307.262
8.95365e+09;1;4.02119;307.977
8.97429e+09;1;4.04569;308.694
8.99498e+09;1;4.07028;309.412
9.01571e+09;1;4.09496;310.131
9.03649e+09;1;4.11972;310.852
9.05733e+09;1;4.14457;311.575
9.07821e+09;1;4.1695;312.299
9.09913e+09;1;4.19452;313.025
9.12011e+09;1;4.21963;313.753
9.14113e+09;1;4.24482;314.481
9.1622e+09;1;4.2701;315.212
9.18333e+09;1;4.29547;315.944
9.2045e+09;1;4.32092;316.678
9.22571e+09;1;4.34646;317.413
9.24698e+09;1;4.37208;318.15
9.2683e+09;1;4.39779;318.888
9.28966e+09;1;4.42358;319.628
9.31108e+09;1;4.44947;320.37
9.33254e+09;1;4.47543;321.113
9.35406e+09;1;4.50149;321.858
9.37562e+09;1;4.52763;322.604
9.39723e+09;1;4.55385;323.352
9.4189e+09;1;4.58016;324.102
9.44061e+09;1;4.60656;324.853
9.46237e+09;1;4.63304;325.606
9.48418e+09;1;4.65961;326.36
9.50605e+09;1;4.68626;327.117
9.52796e+09;1;4.713;327.874
9.54993e+09;1;4.73983;328.634
9.57194e+09;1;4.76674;329.395
9.59401e+09;1;4.79374;330.157
9.61612e+09;1;4.82082;330.921
9.63829e+09;1;4.84799;331.687
9.66051e+09;1;4.87524;332.455
9.68278e+09;1;4.90258;333.224
9.7051e+09;1;4.93;333.995
9.72747e+09;1;4.95751;334.768
9.7499e+09;1;4.9851;335.542
9.77237e+09;1;5.01278;336.318
9.7949e+09;1;5.04055;337.095
9.81748e+09;1;5.06839;337.874
9.84011e+09;1;5.09633;338.655
9.86279e+09;1;5.12435;339.438
9.88553e+09;1;5.15245;340.222
9.90832e+09;1;5.18064;341.008
9.93116e+09;1;5.20891;341.796
9.95405e+09;1;5.23727;342.585
9.977e+09;1;5.26571;343.376
1e+10;1;5.29424;344.169
1e+09;2;15.3972;16.6006
1.00231e+09;2;15.3547;16.6815
1.00462e+09;2;15.3123;16.7628
1.00693e+09;2;15.2699;16.8443
1.00925e+09;2;15.2274;16.9262
1.01158e+09;2;15.185;17.0083
1.01391e+09;2;15.1426;17.0907
1.01625e+09;2;15.1001;17.1734
1.01859e+09;2;15.0577;17.2563
1.02094e+09;2;15.0153;17.3396
1.02329e+09;2;14.9729;17.4232
1.02565e+09;2;14.9305;17.507
1.02802e+09;2;14.8881;17.5911
1.03039e+09;2;14.8457;17.6756
1.03276e+09;2;14.8033;17.7603
1.03514e+09;2;14.7609;17.8453
1.03753e+09;2;14.7186;17.9306
1.03992e+09;2;14.6762;18.0162
1.04232e+09;2;14.6338;18.1021
1.04472e+09;2;14.5915;18.1882
1.04713e+09;2;14.5492;18.2747
1.04954e+09;2;14.5068;18.3615
1.05196e+09;2;14.4645;18.4485
1.05439e+09;2;14.4222;18.5359
1.05682e+09;2;14.3799;18.6235
1.05925e+09;2;14.3376;18.7115
1.0617e+09;2;14.2954;18.7997
1.06414e+09;2;14.2531;18.8883
1.0666e+09;2;14.2109;18.9771
1.06905e+09;2;14.1686;19.0662
1.07152e+09;2;14.1264;19.1556
1.07399e+09;2;14.0842;19.2454
1.07647e+09;2;14.0421;19.3354
1.07895e+09;2;13.9999;19.4257
1.08143e+09;2;13.9577;19.5163
1.08393e+09;2;13.9156;19.6073
1.08643e+09;2;13.8735;19.6985
1.08893e+09;2;13.8314;19.79
1.09144e+09;2;13.7893;19.8818
1.09396e+09;2;13.7472;19.974
1.09648e+09;2;13.7052;20.0664
1.09901e+09;2;13.6632;20.1591
1.10154e+09;2;13.6212;20.2521
1.10408e+09;2;13.5792;20.3455
1.10662e+09;2;13.5372;20.4391
1.10917e+09;2;13.4953;20.533
1.11173e+09;2;13.4533;20.6273
1.11429e+09;2;13.4114;20.7218
1.11686e+09;2;13.3696;20.8167
1.11944e+09;2;13.3277;20.9118
1.12202e+09;2;13.2859;21.0073
1.1246e+09;2;13.2441;21.103
1.1272e+09;2;13.2023;21.1991
1.1298e+09;2;13.1605;21.2955
1.1324e+09;2;13.1188;21.3922
1.13501e+09;2;13.0771;21.4892
1.13763e+09;2;13.0354;21.5865
1.14025e+09;2;12.9938;21.6841
1.14288e+09;2;12.9521;21.782
1.14551e+09;2;12.9105;21.8802
1.14815e+09;2;12.869;21.9787
1.1508e+09;2;12.8274;22.0776
1.15345e+09;2;12.7859;22.1767
1.15611e+09;2;12.7444;22.2762
1.15878e+09;2;12.703;22.3759
1.16145e+09;2;12.6615;22.476
1.16413e+09;2;12.6201;22.5764
1.16681e+09;2;12.5788;22.6771
1.1695e+09;2;12.5374;22.7781
1.1722e+09;2;12.4961;22.8794
1.1749e+09;2;12.4549;22.9811
1.17761e+09;2;12.4136;23.083
1.18032e+09;2;12.3724;23.1853
1.18304e+09;2;12.3312;23.2878
1.18577e+09;2;12.2901;23.3907
1.1885e+09;2;12.249;23.4939
1.19124e+09;2;12.2079;23.5974
1.19399e+09;2;12.1669;23.7013
1.19674e+09;2;12.1259;23.8054
1.1995e+09;2;12.085;23.9099
1.20226e+09;2;12.044;24.0146
1.20504e+09;2;12.0031;24.1197
1.20781e+09;2;11.9623;24.2251
1.2106e+09;2;11.9215;24.3308
1.21339e+09;2;11.8807;24.4369
1.21619e+09;2;11.84;24.5432
1.21899e+09;2;11.7993;24.6499
1.2218e+09;2;11.7586;24.7569
1.22462e+09;2;11.718;24.8642
1.22744e+09;2;11.6774;24.9718
1.23027e+09;2;11.6369;25.0798
1.2331e+09;2;11.5964;25.188
1.23595e+09;2;11.5559;25.2966
1.2388e+09;2;11.5155;25.4055
1.24165e+09;2;11.4751;25.5147
1.24451e+09;2;11.4348;25.6243
1.24738e+09;2;11.3945;25.7341
1.25026e+09;2;11.3543;25.8443
1.25314e+09;2;11.3141;25.9548
1.25603e+09;2;11.2739;26.0656
1.25893e+09;2;11.2338;26.1768
1.26183e+09;2;11.1938;26.2882
1.26474e+09;2;11.1537;26.4
1.26765e+09;2;11.1138;26.5121
1.27057e+09;2;11.0738;26.6246
1.2735e+09;2;11.034;26.7373
1.27644e+09;2;10.9941;26.8504
1.27938e+09;2;10.9543;26.9638
1.28233e+09;2;10.9146;27.0776
1.28529e+09;2;10.8749;27.1916
1.28825e+09;2;10.8353;27.306
1.29122e+09;2;10.7957;27.4207
1.2942e+09;2;10.7561;27.5357
1.29718e+09;2;10.7166;27.6511
1.30017e+09;2;10.6772;27.7668
1.30317e+09;2;10.6378;27.8828
1.30617e+09;2;10.5984;27.9991
1.30918e+09;2;10.5591;28.1158
1.3122e+09;2;10.5199;28.2328
1.31522e+09;2;10.4807;28.3501
1.31826e+09;2;10.4416;28.4677
1.3213e+09;2;10.4025;28.5857
1.32434e+09;2;10.3634;28.704
1.32739e+09;2;10.3245;28.8226
1.33045e+09;2;10.2855;28.9416
1.33352e+09;2;10.2467;29.0609
1.3366e+09;2;10.2078;29.1805
1.33968e+09;2;10.1691;29.3004
1.34276e+09;2;10.1304;29.4207
1.34586e+09;2;10.0917;29.5413
1.34896e+09;2;10.0531;29.6622
1.35207e+09;2;10.0146;29.7835
1.35519e+09;2;9.97606;29.9051
1.35831e+09;2;9.93763;30.027
1.36144e+09;2;9.89925;30.1493
1.36458e+09;2;9.86093;30.2719
1.36773e+09;2;9.82267;30.3948
1.37088e+09;2;9.78447;30.5181
1.37404e+09;2;9.74632;30.6417
1.37721e+09;2;9.70823;30.7656
1.38038e+09;2;9.67021;30.8899
1.38357e+09;2;9.63224;31.0145
1.38676e+09;2;9.59433;31.1394
1.38995e+09;2;9.55647;31.2646
1.39316e+09;2;9.51868;31.3902
1.39637e+09;2;9.48095;31.5162
1.39959e+09;2;9.44328;31.6424
1.40281e+09;2;9.40567;31.7691
1.40605e+09;2;9.36813;31.896
1.40929e+09;2;9.33064;32.0233
1.41254e+09;2;9.29322;32.1509
1.41579e+09;2;9.25585;32.2788
1.41906e+09;2;9.21855;32.4071
1.42233e+09;2;9.18132;32.5357
1.42561e+09;2;9.14414;32.6647
1.42889e+09;2;9.10703;32.794
1.43219e+09;2;9.06999;32.9236
1.43549e+09;2;9.033;33.0536
1.4388e+09;2;8.99608;33.1839
1.44212e+09;2;8.95923;33.3146
1.44544e+09;2;8.92244;33.4456
1.44877e+09;2;8.88571;33.5769
1.45211e+09;2;8.84905;33.7086
1.45546e+09;2;8.81246;33.8406
1.45881e+09;2;8.77593;33.973
1.46218e+09;2;8.73947;34.1057
1.46555e+09;2;8.70307;34.2387
1.46893e+09;2;8.66674;34.3721
1.47231e+09;2;8.63048;34.5058
1.47571e+09;2;8.59429;34.6399
1.47911e+09;2;8.55816;34.7743
1.48252e+09;2;8.5221;34.909
1.48594e+09;2;8.48611;35.0441
1.48936e+09;2;8.45018;35.1796
1.49279e+09;2;8.41433;35.3154
1.49624e+09;2;8.37854;35.4515
1.49968e+09;2;8.34282;35.588
1.50314e+09;2;8.30717;35.7248
1.50661e+09;2;8.27159;35.8619
1.51008e+09;2;8.23609;35.9994
1.51356e+09;2;8.20065;36.1373
1.51705e+09;2;8.16528;36.2755
1.52055e+09;2;8.12998;36.414
1.52405e+09;2;8.09475;36.5529
1.52757e+09;2;8.05959;36.6922
1.53109e+09;2;8.0245;36.8317
1.53462e+09;2;7.98949;36.9717
1.53815e+09;2;7.95455;37.112
1.5417e+09;2;7.91967;37.2526
1.54525e+09;2;7.88487;37.3936
1.54882e+09;2;7.85015;37.5349
1.55239e+09;2;7.81549;37.6766
1.55597e+09;2;7.78091;37.8186
1.55955e+09;2;7.7464;37.961
1.56315e+09;2;7.71196;38.1037
1.56675e+09;2;7.6776;38.2468
1.57036e+09;2;7.64331;38.3902
1.57398e+09;2;7.60909;38.534
1.57761e+09;2;7.57495;38.6781
1.58125e+09;2;7.54088;38.8226
1.58489e+09;2;7.50689;38.9674
1.58855e+09;2;7.47297;39.1126
1.59221e+09;2;7.43913;39.2581
1.59588e+09;2;7.40536;39.404
1.59956e+09;2;7.37166;39.5503
1.60325e+09;2;7.33804;39.6969
1.60694e+09;2;7.3045;39.8438
1.61065e+09;2;7.27103;39.9911
1.61436e+09;2;7.23764;40.1388
1.61808e+09;2;7.20432;40.2868
1.62181e+09;2;7.17108;40.4352
1.62555e+09;2;7.13792;40.5839
1.6293e+09;2;7.10483;40.733
1.63305e+09;2;7.07182;40.8824
1.63682e+09;2;7.03889;41.0322
1.64059e+09;2;7.00603;41.1824
1.64437e+09;2;6.97325;41.3329
1.64816e+09;2;6.94055;41.4838
1.65196e+09;2;6.90793;41.635
1.65577e+09;2;6.87538;41.7866
1.65959e+09;2;6.84291;41.9385
1.66341e+09;2;6.81052;42.0908
1.66725e+09;2;6.77821;42.2435
1.67109e+09;2;6.74597;42.3965
1.67494e+09;2;6.71382;42.5499
1.6788e+09;2;6.68174;42.7036
1.68267e+09;2;6.64974;42.8577
1.68655e+09;2;6.61782;43.0122
1.69044e+09;2;6.58598;43.167
1.69434e+09;2;6.55422;43.3222
1.69824e+09;2;6.52254;43.4778
1.70216e+09;2;6.49094;43.6337
1.70608e+09;2;6.45942;43.79
1.71002e+09;2;6.42798;43.9466
1.71396e+09;2;6.39661;44.1037
1.71791e+09;2;6.36533;44.261
1.72187e+09;2;6.33413;44.4188
1.72584e+09;2;6.30301;44.5769
1.72982e+09;2;6.27197;44.7353
1.7338e+09;2;6.24101;44.8942
1.7378e+09;2;6.21013;45.0534
1.74181e+09;2;6.17933;45.2129
1.74582e+09;2;6.14861;45.3729
1.74985e+09;2;6.11797;45.5332
1.75388e+09;2;6.08741;45.6939
1.75792e+09;2;6.05694;45.8549
1.76198e+09;2;6.02655;46.0163
1.76604e+09;2;5.99623;46.1781
1.77011e+09;2;5.966;46.3402
1.77419e+09;2;5.93585;46.5027
1.77828e+09;2;5.90579;46.6656
1.78238e+09;2;5.8758;46.8289
1.78649e+09;2;5.8459;46.9925
1.79061e+09;2;5.81608;47.1565
1.79473e+09;2;5.78634;47.3209
1.79887e+09;2;5.75668;47.4857
1.80302e+09;2;5.72711;47.6508
1.80717e+09;2;5.69762;47.8163
1.81134e+09;2;5.66821;47.9821
1.81552e+09;2;5.63888;48.1484
1.8197e+09;2;5.60964;48.315
1.8239e+09;2;5.58048;48.482
1.8281e+09;2;5.5514;48.6493
1.83231e+09;2;5.5224;48.8171
1.83654e+09;2;5.49349;48.9852
1.84077e+09;2;5.46466;49.1537
1.84502e+09;2;5.43592;49.3226
1.84927e+09;2;5.40726;49.4918
1.85353e+09;2;5.37868;49.6615
1.8578e+09;2;5.35018;49.8315
1.86209e+09;2;5.32177;50.0018
1.86638e+09;2;5.29344;50.1726
1.87068e+09;2;5.2652;50.3438
1.87499e+09;2;5.23704;50.5153
1.87932e+09;2;5.20896;50.6872
1.88365e+09;2;5.18097;50.8595
1.88799e+09;2;5.15306;51.0322
1.89234e+09;2;5.12523;51.2052
1.89671e+09;2;5.09749;51.3786
1.90108e+09;2;5.06983;51.5525
1.90546e+09;2;5.04226;51.7267
1.90985e+09;2;5.01477;51.9012
1.91426e+09;2;4.98737;52.0762
1.91867e+09;2;4.96005;52.2516
1.92309e+09;2;4.93281;52.4273
1.92752e+09;2;4.90566;52.6034
1.93197e+09;2;4.87859;52.78
1.93642e+09;2;4.85161;52.9569
1.94089e+09;2;4.82471;53.1341
1.94536e+09;2;4.79789;53.3118
1.94984e+09;2;4.77116;53.4899
1.95434e+09;2;4.74452;53.6683
1.95884e+09;2;4.71796;53.8472
1.96336e+09;2;4.69148;54.0264
1.96789e+09;2;4.66509;54.2061
1.97242e+09;2;4.63879;54.3861
1.97697e+09;2;4.61257;54.5665
1.98153e+09;2;4.58643;54.7473
1.98609e+09;2;4.56038;54.9285
1.99067e+09;2;4.53441;55.1101
1.99526e+09;2;4.50853;55.292
1.99986e+09;2;4.48273;55.4744
2.00447e+09;2;4.45702;55.6572
2.00909e+09;2;4.43139;55.8403
2.01372e+09;2;4.40585;56.0239
2.01837e+09;2;4.38039;56.2079
2.02302e+09;2;4.35502;56.3922
2.02768e+09;2;4.32973;56.577
2.03236e+09;2;4.30453;56.7621
2.03704e+09;2;4.27941;56.9477
2.04174e+09;2;4.25438;57.1336
2.04644e+09;2;4.22943;57.32
2.05116e+09;2;4.20457;57.5067
2.05589e+09;2;4.17979;57.6939
2.06063e+09;2;4.1551;57.8814
2.06538e+09;2;4.1305;58.0694
2.07014e+09;2;4.10597;58.2577
2.07491e+09;2;4.08154;58.4465
2.0797e+09;2;4.05719;58.6356
2.08449e+09;2;4.03292;58.8252
2.0893e+09;2;4.00874;59.0152
2.09411e+09;2;3.98464;59.2055
2.09894e+09;2;3.96063;59.3963
2.10378e+09;2;3.9367;59.5875
2.10863e+09;2;3.91286;59.7791
2.11349e+09;2;3.88911;59.9711
2.11836e+09;2;3.86543;60.1635
2.12324e+09;2;3.84185;60.3563
2.12814e+09;2;3.81835;60.5496
2.13304e+09;2;3.79493;60.7432
2.13796e+09;2;3.7716;60.9372
2.14289e+09;2;3.74835;61.1317
2.14783e+09;2;3.72519;61.3266
2.15278e+09;2;3.70212;61.5219
2.15774e+09;2;3.67912;61.7176
2.16272e+09;2;3.65622;61.9137
2.1677e+09;2;3.6334;62.1102
2.1727e+09;2;3.61066;62.3072
2.17771e+09;2;3.58801;62.5045
2.18273e+09;2;3.56544;62.7023
2.18776e+09;2;3.54296;62.9005
2.1928e+09;2;3.52056;63.0991
2.19786e+09;2;3.49825;63.2981
2.20293e+09;2;3.47602;63.4976
2.208e+09;2;3.45388;63.6974
2.21309e+09;2;3.43182;63.8977
2.2182e+09;2;3.40985;64.0984
2.22331e+09;2;3.38796;64.2996
2.22844e+09;2;3.36615;64.5011
2.23357e+09;2;3.34443;64.7031
2.23872e+09;2;3.3228;64.9055
2.24388e+09;2;3.30125;65.1083
2.24905e+09;2;3.27978;65.3116
2.25424e+09;2;3.2584;65.5152
2.25944e+09;2;3.2371;65.7193
2.26464e+09;2;3.21589;65.9239
2.26986e+09;2;3.19476;66.1288
2.2751e+09;2;3.17371;66.3342
2.28034e+09;2;3.15275;66.54
2.2856e+09;2;3.13188;66.7463
2.29087e+09;2;3.11109;66.9529
2.29615e+09;2;3.09038;67.16
2.30144e+09;2;3.06975;67.3676
2.30675e+09;2;3.04921;67.5755
2.31206e+09;2;3.02876;67.7839
2.31739e+09;2;3.00839;67.9928
2.32274e+09;2;2.9881;68.2021
2.32809e+09;2;2.96789;68.4118
2.33346e+09;2;2.94777;68.6219
2.33884e+09;2;2.92774;68.8325
2.34423e+09;2;2.90778;69.0435
2.34963e+09;2;2.88791;69.255
2.35505e+09;2;2.86813;69.4669
2.36048e+09;2;2.84843;69.6792
2.36592e+09;2;2.82881;69.892
2.37137e+09;2;2.80927;70.1052
2.37684e+09;2;2.78982;70.3188
2.38232e+09;2;2.77045;70.533
2.38781e+09;2;2.75117;70.7475
2.39332e+09;2;2.73197;70.9625
2.39883e+09;2;2.71285;71.1779
2.40436e+09;2;2.69381;71.3938
2.40991e+09;2;2.67486;71.6101
2.41546e+09;2;2.65599;71.8269
2.42103e+09;2;2.6372;72.0441
2.42661e+09;2;2.6185;72.2618
2.4322e+09;2;2.59988;72.4799
2.43781e+09;2;2.58134;72.6985
2.44343e+09;2;2.56289;72.9175
2.44906e+09;2;2.54452;73.137
2.45471e+09;2;2.52623;73.357
2.46037e+09;2;2.50802;73.5773
2.46604e+09;2;2.48989;73.7982
2.47172e+09;2;2.47185;74.0195
2.47742e+09;2;2.45389;74.2412
2.48313e+09;2;2.43601;74.4634
2.48886e+09;2;2.41822;74.6861
2.49459e+09;2;2.40051;74.9092
2.50035e+09;2;2.38287;75.1328
2.50611e+09;2;2.36533;75.3569
2.51189e+09;2;2.34786;75.5814
2.51768e+09;2;2.33047;75.8064
2.52348e+09;2;2.31317;76.0318
2.5293e+09;2;2.29595;76.2577
2.53513e+09;2;2.27881;76.4841
2.54097e+09;2;2.26175;76.7109
2.54683e+09;2;2.24478;76.9382
2.5527e+09;2;2.22788;77.1659
2.55859e+09;2;2.21107;77.3942
2.56448e+09;2;2.19434;77.6229
2.5704e+09;2;2.17768;77.852
2.57632e+09;2;2.16112;78.0817
2.58226e+09;2;2.14463;78.3118
2.58821e+09;2;2.12822;78.5424
2.59418e+09;2;2.11189;78.7734
2.60016e+09;2;2.09565;79.005
2.60615e+09;2;2.07948;79.237
2.61216e+09;2;2.0634;79.4694
2.61818e+09;2;2.0474;79.7024
2.62422e+09;2;2.03148;79.9358
2.63027e+09;2;2.01564;80.1698
2.63633e+09;2;1.99988;80.4042
2.64241e+09;2;1.9842;80.639
2.6485e+09;2;1.9686;80.8744
2.65461e+09;2;1.95308;81.1102
2.66073e+09;2;1.93764;81.3466
